[2026-03-30 22:42:15] KeyCaptured: 13 ('?') | Source: orchestrator
[2026-04-01 16:57:29] KeyCaptured: 1003 ('?') | Source: keyboard_linux
[2026-04-01 16:57:30] KeyCaptured: 13 ('?') | Source: keyboard_linux
[2026-04-01 16:57:32] KeyCaptured: 53 ('5') | Source: keyboard_linux
[2026-04-01 16:57:32] KeyCaptured: 13 ('?') | Source: keyboard_linux
[2026-04-01 16:57:33] KeyCaptured: 1000 ('?') | Source: keyboard_linux
[2026-04-01 16:57:34] KeyCaptured: 1000 ('?') | Source: keyboard_linux
[2026-04-01 16:57:34] KeyCaptured: 13 ('?') | Source: keyboard_linux
[2026-04-01 16:57:34] KeyCaptured: 1000 ('?') | Source: keyboard_linux
[2026-04-01 16:57:35] KeyCaptured: 50 ('2') | Source: keyboard_linux
[2026-04-01 16:57:36] KeyCaptured: 51 ('3') | Source: keyboard_linux
[2026-04-01 16:57:38] KeyCaptured: 27 ('?') | Source: keyboard_linux
