# Master Ledger - Central Audit Trail
# All system events, method calls, and state changes are logged here for complete auditability

# Format: [TIMESTAMP] EVENT_TYPE: description | Source: source_info
# Example: [2026-02-11 10:30:15] MethodCall: feed on fuzzpet | Caller: user_input
# Example: [2026-02-11 10:30:16] StateChange: fuzzpet hunger 30 | Trigger: feed_method
# Example: [2026-02-11 10:30:17] EventFire: fed on fuzzpet | Trigger: hunger_change
[2026-02-12 00:39:42] StateChange: fuzzpet energy 99 | Trigger: piece_manager_set_state
[2026-02-12 01:22:11] StateChange: fuzzpet pos_x 13 | Trigger: piece_manager_set_state
[2026-02-12 01:22:11] StateChange: fuzzpet pos_y 2 | Trigger: piece_manager_set_state
[2026-02-12 01:22:11] StateChange: fuzzpet energy 22 | Trigger: piece_manager_set_state
[2026-02-12 01:22:11] StateChange: fuzzpet hunger 45 | Trigger: piece_manager_set_state
[2026-02-12 01:24:30] StateChange: fuzzpet energy 21 | Trigger: piece_manager_set_state
[2026-02-12 01:24:30] StateChange: fuzzpet hunger 46 | Trigger: piece_manager_set_state
[2026-02-12 01:24:33] InputReceived: key_code=100 | Source: keyboard_input_service
[2026-02-12 01:24:33] StateChange: fuzzpet pos_x 12 | Trigger: piece_manager_set_state
[2026-02-12 01:24:33] StateChange: fuzzpet pos_y 3 | Trigger: piece_manager_set_state
[2026-02-12 01:24:33] StateChange: fuzzpet energy 20 | Trigger: piece_manager_set_state
[2026-02-12 01:24:33] StateChange: fuzzpet hunger 47 | Trigger: piece_manager_set_state
[2026-02-12 01:24:33] InputReceived: key_code=97 | Source: keyboard_input_service
[2026-02-12 01:24:33] StateChange: fuzzpet pos_x 11 | Trigger: piece_manager_set_state
[2026-02-12 01:24:33] StateChange: fuzzpet pos_y 3 | Trigger: piece_manager_set_state
[2026-02-12 01:24:33] StateChange: fuzzpet energy 19 | Trigger: piece_manager_set_state
[2026-02-12 01:24:33] StateChange: fuzzpet hunger 48 | Trigger: piece_manager_set_state
[2026-02-12 01:30:23] StateChange: fuzzpet energy 18 | Trigger: piece_manager_set_state
[2026-02-12 01:30:23] StateChange: fuzzpet hunger 49 | Trigger: piece_manager_set_state
[2026-02-12 01:30:24] InputReceived: key_code=100 | Source: keyboard_input_service
[2026-02-12 01:30:24] StateChange: fuzzpet pos_x 9 | Trigger: piece_manager_set_state
[2026-02-12 01:30:24] StateChange: fuzzpet pos_y 3 | Trigger: piece_manager_set_state
[2026-02-12 01:30:24] StateChange: fuzzpet energy 17 | Trigger: piece_manager_set_state
[2026-02-12 01:30:24] StateChange: fuzzpet hunger 50 | Trigger: piece_manager_set_state
[2026-02-12 01:30:25] InputReceived: key_code=100 | Source: keyboard_input_service
[2026-02-12 01:30:25] StateChange: fuzzpet pos_x 10 | Trigger: piece_manager_set_state
[2026-02-12 01:30:25] StateChange: fuzzpet pos_y 3 | Trigger: piece_manager_set_state
[2026-02-12 01:30:25] StateChange: fuzzpet energy 16 | Trigger: piece_manager_set_state
[2026-02-12 01:30:25] StateChange: fuzzpet hunger 51 | Trigger: piece_manager_set_state
[2026-02-12 01:30:25] InputReceived: key_code=119 | Source: keyboard_input_service
[2026-02-12 01:30:25] StateChange: fuzzpet pos_x 10 | Trigger: piece_manager_set_state
[2026-02-12 01:30:25] StateChange: fuzzpet pos_y 2 | Trigger: piece_manager_set_state
[2026-02-12 01:30:25] StateChange: fuzzpet energy 15 | Trigger: piece_manager_set_state
[2026-02-12 01:30:25] StateChange: fuzzpet hunger 52 | Trigger: piece_manager_set_state
[2026-02-12 01:30:25] InputReceived: key_code=97 | Source: keyboard_input_service
[2026-02-12 01:30:25] StateChange: fuzzpet pos_x 9 | Trigger: piece_manager_set_state
[2026-02-12 01:30:25] StateChange: fuzzpet pos_y 2 | Trigger: piece_manager_set_state
[2026-02-12 01:30:25] StateChange: fuzzpet energy 14 | Trigger: piece_manager_set_state
[2026-02-12 01:30:25] StateChange: fuzzpet hunger 53 | Trigger: piece_manager_set_state
[2026-02-12 01:30:25] InputReceived: key_code=97 | Source: keyboard_input_service
[2026-02-12 01:30:25] StateChange: fuzzpet pos_x 8 | Trigger: piece_manager_set_state
[2026-02-12 01:30:25] StateChange: fuzzpet pos_y 2 | Trigger: piece_manager_set_state
[2026-02-12 01:30:25] StateChange: fuzzpet energy 13 | Trigger: piece_manager_set_state
[2026-02-12 01:30:25] StateChange: fuzzpet hunger 54 | Trigger: piece_manager_set_state
[2026-02-12 01:30:26] InputReceived: key_code=119 | Source: keyboard_input_service
[2026-02-12 01:30:26] StateChange: fuzzpet pos_x 8 | Trigger: piece_manager_set_state
[2026-02-12 01:30:26] StateChange: fuzzpet pos_y 1 | Trigger: piece_manager_set_state
[2026-02-12 01:30:26] StateChange: fuzzpet energy 12 | Trigger: piece_manager_set_state
[2026-02-12 01:30:26] StateChange: fuzzpet hunger 55 | Trigger: piece_manager_set_state
[2026-02-12 01:30:26] InputReceived: key_code=97 | Source: keyboard_input_service
[2026-02-12 01:30:26] StateChange: fuzzpet pos_x 7 | Trigger: piece_manager_set_state
[2026-02-12 01:30:26] StateChange: fuzzpet pos_y 1 | Trigger: piece_manager_set_state
[2026-02-12 01:30:26] StateChange: fuzzpet energy 11 | Trigger: piece_manager_set_state
[2026-02-12 01:30:26] StateChange: fuzzpet hunger 56 | Trigger: piece_manager_set_state
[2026-02-12 01:30:27] InputReceived: key_code=97 | Source: keyboard_input_service
[2026-02-12 01:30:27] StateChange: fuzzpet pos_x 6 | Trigger: piece_manager_set_state
[2026-02-12 01:30:27] StateChange: fuzzpet pos_y 1 | Trigger: piece_manager_set_state
[2026-02-12 01:30:27] StateChange: fuzzpet energy 10 | Trigger: piece_manager_set_state
[2026-02-12 01:30:27] StateChange: fuzzpet hunger 57 | Trigger: piece_manager_set_state
[2026-02-12 01:30:27] InputReceived: key_code=115 | Source: keyboard_input_service
[2026-02-12 01:30:27] StateChange: fuzzpet pos_x 6 | Trigger: piece_manager_set_state
[2026-02-12 01:30:27] StateChange: fuzzpet pos_y 2 | Trigger: piece_manager_set_state
[2026-02-12 01:30:27] StateChange: fuzzpet energy 9 | Trigger: piece_manager_set_state
[2026-02-12 01:30:27] StateChange: fuzzpet hunger 58 | Trigger: piece_manager_set_state
[2026-02-12 01:30:28] InputReceived: key_code=119 | Source: keyboard_input_service
[2026-02-12 01:30:28] StateChange: fuzzpet pos_x 6 | Trigger: piece_manager_set_state
[2026-02-12 01:30:28] StateChange: fuzzpet pos_y 1 | Trigger: piece_manager_set_state
[2026-02-12 01:30:28] StateChange: fuzzpet energy 8 | Trigger: piece_manager_set_state
[2026-02-12 01:30:28] StateChange: fuzzpet hunger 59 | Trigger: piece_manager_set_state
[2026-02-12 01:40:14] StateChange: fuzzpet energy 7 | Trigger: piece_manager_set_state
[2026-02-12 01:40:14] StateChange: fuzzpet hunger 60 | Trigger: piece_manager_set_state
[2026-02-12 01:40:16] InputReceived: key_code=1000 | Source: keyboard_input_service
[2026-02-12 01:40:16] StateChange: fuzzpet pos_x 8 | Trigger: piece_manager_set_state
[2026-02-12 01:40:16] StateChange: fuzzpet pos_y 2 | Trigger: piece_manager_set_state
[2026-02-12 01:40:16] StateChange: fuzzpet energy 6 | Trigger: piece_manager_set_state
[2026-02-12 01:40:16] StateChange: fuzzpet hunger 61 | Trigger: piece_manager_set_state
[2026-02-12 01:40:16] InputReceived: key_code=1000 | Source: keyboard_input_service
[2026-02-12 01:40:16] StateChange: fuzzpet pos_x 8 | Trigger: piece_manager_set_state
[2026-02-12 01:40:16] StateChange: fuzzpet pos_y 1 | Trigger: piece_manager_set_state
[2026-02-12 01:40:16] StateChange: fuzzpet energy 5 | Trigger: piece_manager_set_state
[2026-02-12 01:40:16] StateChange: fuzzpet hunger 62 | Trigger: piece_manager_set_state
[2026-02-12 01:40:17] InputReceived: key_code=1000 | Source: keyboard_input_service
[2026-02-12 01:40:17] StateChange: fuzzpet energy 4 | Trigger: piece_manager_set_state
[2026-02-12 01:40:17] StateChange: fuzzpet hunger 63 | Trigger: piece_manager_set_state
[2026-02-12 01:40:17] InputReceived: key_code=1002 | Source: keyboard_input_service
[2026-02-12 01:40:17] StateChange: fuzzpet pos_x 9 | Trigger: piece_manager_set_state
[2026-02-12 01:40:17] StateChange: fuzzpet pos_y 1 | Trigger: piece_manager_set_state
[2026-02-12 01:40:17] StateChange: fuzzpet energy 3 | Trigger: piece_manager_set_state
[2026-02-12 01:40:17] StateChange: fuzzpet hunger 64 | Trigger: piece_manager_set_state
[2026-02-12 01:40:17] InputReceived: key_code=1002 | Source: keyboard_input_service
[2026-02-12 01:40:17] StateChange: fuzzpet pos_x 10 | Trigger: piece_manager_set_state
[2026-02-12 01:40:17] StateChange: fuzzpet pos_y 1 | Trigger: piece_manager_set_state
[2026-02-12 01:40:17] StateChange: fuzzpet energy 2 | Trigger: piece_manager_set_state
[2026-02-12 01:40:17] StateChange: fuzzpet hunger 65 | Trigger: piece_manager_set_state
[2026-02-12 01:41:41] StateChange: fuzzpet energy 1 | Trigger: piece_manager_set_state
[2026-02-12 01:41:41] StateChange: fuzzpet hunger 66 | Trigger: piece_manager_set_state
[2026-02-12 01:41:42] InputReceived: key_code=1001 | Source: keyboard_input_service
[2026-02-12 01:41:42] StateChange: fuzzpet pos_x 8 | Trigger: piece_manager_set_state
[2026-02-12 01:41:42] StateChange: fuzzpet pos_y 4 | Trigger: piece_manager_set_state
[2026-02-12 01:41:42] StateChange: fuzzpet energy 0 | Trigger: piece_manager_set_state
[2026-02-12 01:41:42] StateChange: fuzzpet hunger 67 | Trigger: piece_manager_set_state
[2026-02-12 01:41:43] InputReceived: key_code=1000 | Source: keyboard_input_service
[2026-02-12 01:41:43] StateChange: fuzzpet pos_x 8 | Trigger: piece_manager_set_state
[2026-02-12 01:41:43] StateChange: fuzzpet pos_y 3 | Trigger: piece_manager_set_state
[2026-02-12 01:41:43] StateChange: fuzzpet hunger 68 | Trigger: piece_manager_set_state
[2026-02-12 01:45:06] StateChange: fuzzpet hunger 69 | Trigger: piece_manager_set_state
[2026-02-12 01:48:42] StateChange: fuzzpet hunger 70 | Trigger: piece_manager_set_state
[2026-02-12 01:48:43] InputReceived: key_code=100 | Source: keyboard_input_service
[2026-02-12 01:48:43] StateChange: fuzzpet pos_x 9 | Trigger: piece_manager_set_state
[2026-02-12 01:48:43] StateChange: fuzzpet pos_y 3 | Trigger: piece_manager_set_state
[2026-02-12 01:48:43] StateChange: fuzzpet hunger 71 | Trigger: piece_manager_set_state
[2026-02-12 01:48:43] InputReceived: key_code=100 | Source: keyboard_input_service
[2026-02-12 01:48:43] StateChange: fuzzpet pos_x 10 | Trigger: piece_manager_set_state
[2026-02-12 01:48:43] StateChange: fuzzpet pos_y 3 | Trigger: piece_manager_set_state
[2026-02-12 01:48:43] StateChange: fuzzpet hunger 72 | Trigger: piece_manager_set_state
[2026-02-12 01:48:44] InputReceived: key_code=115 | Source: keyboard_input_service
[2026-02-12 01:48:44] StateChange: fuzzpet pos_x 10 | Trigger: piece_manager_set_state
[2026-02-12 01:48:44] StateChange: fuzzpet pos_y 4 | Trigger: piece_manager_set_state
[2026-02-12 01:48:44] StateChange: fuzzpet hunger 73 | Trigger: piece_manager_set_state
[2026-02-12 01:48:44] InputReceived: key_code=97 | Source: keyboard_input_service
[2026-02-12 01:48:44] StateChange: fuzzpet pos_x 9 | Trigger: piece_manager_set_state
[2026-02-12 01:48:44] StateChange: fuzzpet pos_y 4 | Trigger: piece_manager_set_state
[2026-02-12 01:48:44] StateChange: fuzzpet hunger 74 | Trigger: piece_manager_set_state
[2026-02-12 01:48:44] InputReceived: key_code=115 | Source: keyboard_input_service
[2026-02-12 01:48:44] StateChange: fuzzpet pos_x 9 | Trigger: piece_manager_set_state
[2026-02-12 01:48:44] StateChange: fuzzpet pos_y 5 | Trigger: piece_manager_set_state
[2026-02-12 01:48:44] StateChange: fuzzpet hunger 75 | Trigger: piece_manager_set_state
[2026-02-12 01:48:45] InputReceived: key_code=100 | Source: keyboard_input_service
[2026-02-12 01:48:45] StateChange: fuzzpet pos_x 10 | Trigger: piece_manager_set_state
[2026-02-12 01:48:45] StateChange: fuzzpet pos_y 5 | Trigger: piece_manager_set_state
[2026-02-12 01:48:45] StateChange: fuzzpet hunger 76 | Trigger: piece_manager_set_state
[2026-02-12 01:48:45] InputReceived: key_code=49 | Source: keyboard_input_service
[2026-02-12 01:48:45] StateChange: fuzzpet hunger 56 | Trigger: piece_manager_set_state
[2026-02-12 01:48:45] StateChange: fuzzpet happiness 100 | Trigger: piece_manager_set_state
[2026-02-12 01:48:45] EventFire: fed on fuzzpet | Trigger: feed_action
[2026-02-12 01:48:46] InputReceived: key_code=49 | Source: keyboard_input_service
[2026-02-12 01:48:46] StateChange: fuzzpet hunger 36 | Trigger: piece_manager_set_state
[2026-02-12 01:48:46] StateChange: fuzzpet happiness 100 | Trigger: piece_manager_set_state
[2026-02-12 01:48:46] EventFire: fed on fuzzpet | Trigger: feed_action
[2026-02-12 01:48:46] InputReceived: key_code=50 | Source: keyboard_input_service
[2026-02-12 01:48:46] StateChange: fuzzpet happiness 100 | Trigger: piece_manager_set_state
[2026-02-12 01:48:46] StateChange: fuzzpet energy 0 | Trigger: piece_manager_set_state
[2026-02-12 01:48:46] EventFire: played on fuzzpet | Trigger: play_action
[2026-02-12 01:48:47] InputReceived: key_code=50 | Source: keyboard_input_service
[2026-02-12 01:48:47] StateChange: fuzzpet happiness 100 | Trigger: piece_manager_set_state
[2026-02-12 01:48:47] StateChange: fuzzpet energy 0 | Trigger: piece_manager_set_state
[2026-02-12 01:48:47] EventFire: played on fuzzpet | Trigger: play_action
[2026-02-12 01:48:48] InputReceived: key_code=51 | Source: keyboard_input_service
[2026-02-12 01:48:48] StateChange: fuzzpet energy 20 | Trigger: piece_manager_set_state
[2026-02-12 01:48:48] EventFire: slept on fuzzpet | Trigger: sleep_action
[2026-02-12 01:48:48] InputReceived: key_code=50 | Source: keyboard_input_service
[2026-02-12 01:48:48] StateChange: fuzzpet happiness 100 | Trigger: piece_manager_set_state
[2026-02-12 01:48:48] StateChange: fuzzpet energy 0 | Trigger: piece_manager_set_state
[2026-02-12 01:48:48] EventFire: played on fuzzpet | Trigger: play_action
[2026-02-12 01:48:49] InputReceived: key_code=49 | Source: keyboard_input_service
[2026-02-12 01:48:49] StateChange: fuzzpet hunger 16 | Trigger: piece_manager_set_state
[2026-02-12 01:48:49] StateChange: fuzzpet happiness 100 | Trigger: piece_manager_set_state
[2026-02-12 01:48:49] EventFire: fed on fuzzpet | Trigger: feed_action
[2026-02-12 01:48:49] InputReceived: key_code=50 | Source: keyboard_input_service
[2026-02-12 01:48:49] StateChange: fuzzpet happiness 100 | Trigger: piece_manager_set_state
[2026-02-12 01:48:49] StateChange: fuzzpet energy 0 | Trigger: piece_manager_set_state
[2026-02-12 01:48:49] EventFire: played on fuzzpet | Trigger: play_action
[2026-02-12 01:48:49] InputReceived: key_code=50 | Source: keyboard_input_service
[2026-02-12 01:48:49] StateChange: fuzzpet happiness 100 | Trigger: piece_manager_set_state
[2026-02-12 01:48:49] StateChange: fuzzpet energy 0 | Trigger: piece_manager_set_state
[2026-02-12 01:48:49] EventFire: played on fuzzpet | Trigger: play_action
[2026-02-12 01:48:49] InputReceived: key_code=51 | Source: keyboard_input_service
[2026-02-12 01:48:49] StateChange: fuzzpet energy 20 | Trigger: piece_manager_set_state
[2026-02-12 01:48:49] EventFire: slept on fuzzpet | Trigger: sleep_action
[2026-02-12 01:48:50] InputReceived: key_code=52 | Source: keyboard_input_service
[2026-02-12 01:48:50] StateChange: fuzzpet energy 19 | Trigger: piece_manager_set_state
[2026-02-12 01:48:50] StateChange: fuzzpet hunger 17 | Trigger: piece_manager_set_state
[2026-02-12 01:48:51] InputReceived: key_code=51 | Source: keyboard_input_service
[2026-02-12 01:48:51] StateChange: fuzzpet energy 39 | Trigger: piece_manager_set_state
[2026-02-12 01:48:51] EventFire: slept on fuzzpet | Trigger: sleep_action
[2026-02-12 01:48:53] InputReceived: key_code=52 | Source: keyboard_input_service
[2026-02-12 01:48:53] StateChange: fuzzpet energy 38 | Trigger: piece_manager_set_state
[2026-02-12 01:48:53] StateChange: fuzzpet hunger 18 | Trigger: piece_manager_set_state
[2026-02-12 01:48:53] InputReceived: key_code=52 | Source: keyboard_input_service
[2026-02-12 01:48:53] StateChange: fuzzpet energy 37 | Trigger: piece_manager_set_state
[2026-02-12 01:48:53] StateChange: fuzzpet hunger 19 | Trigger: piece_manager_set_state
[2026-02-12 01:48:54] InputReceived: key_code=51 | Source: keyboard_input_service
[2026-02-12 01:48:54] StateChange: fuzzpet energy 57 | Trigger: piece_manager_set_state
[2026-02-12 01:48:54] EventFire: slept on fuzzpet | Trigger: sleep_action
[2026-02-12 01:48:54] InputReceived: key_code=49 | Source: keyboard_input_service
[2026-02-12 01:48:54] StateChange: fuzzpet hunger 0 | Trigger: piece_manager_set_state
[2026-02-12 01:48:54] StateChange: fuzzpet happiness 100 | Trigger: piece_manager_set_state
[2026-02-12 01:48:54] EventFire: fed on fuzzpet | Trigger: feed_action
[2026-02-12 01:48:55] InputReceived: key_code=49 | Source: keyboard_input_service
[2026-02-12 01:48:55] StateChange: fuzzpet hunger 0 | Trigger: piece_manager_set_state
[2026-02-12 01:48:55] StateChange: fuzzpet happiness 100 | Trigger: piece_manager_set_state
[2026-02-12 01:48:55] EventFire: fed on fuzzpet | Trigger: feed_action
[2026-02-12 01:48:55] InputReceived: key_code=50 | Source: keyboard_input_service
[2026-02-12 01:48:55] StateChange: fuzzpet happiness 100 | Trigger: piece_manager_set_state
[2026-02-12 01:48:55] StateChange: fuzzpet energy 37 | Trigger: piece_manager_set_state
[2026-02-12 01:48:55] EventFire: played on fuzzpet | Trigger: play_action
[2026-02-12 03:00:13] StateChange: fuzzpet energy 36 | Trigger: piece_manager_set_state
[2026-02-12 03:00:13] StateChange: fuzzpet hunger 1 | Trigger: piece_manager_set_state
[2026-02-12 03:00:15] InputReceived: key_code=100 | Source: keyboard_input_service
[2026-02-12 03:00:15] StateChange: fuzzpet pos_x 9 | Trigger: piece_manager_set_state
[2026-02-12 03:00:15] StateChange: fuzzpet pos_y 3 | Trigger: piece_manager_set_state
[2026-02-12 03:00:15] StateChange: fuzzpet energy 35 | Trigger: piece_manager_set_state
[2026-02-12 03:00:15] StateChange: fuzzpet hunger 2 | Trigger: piece_manager_set_state
[2026-02-12 03:00:15] InputReceived: key_code=100 | Source: keyboard_input_service
[2026-02-12 03:00:15] StateChange: fuzzpet pos_x 10 | Trigger: piece_manager_set_state
[2026-02-12 03:00:15] StateChange: fuzzpet pos_y 3 | Trigger: piece_manager_set_state
[2026-02-12 03:00:15] StateChange: fuzzpet energy 34 | Trigger: piece_manager_set_state
[2026-02-12 03:00:15] StateChange: fuzzpet hunger 3 | Trigger: piece_manager_set_state
[2026-02-12 03:00:16] InputReceived: key_code=119 | Source: keyboard_input_service
[2026-02-12 03:00:16] StateChange: fuzzpet pos_x 10 | Trigger: piece_manager_set_state
[2026-02-12 03:00:16] StateChange: fuzzpet pos_y 2 | Trigger: piece_manager_set_state
[2026-02-12 03:00:16] StateChange: fuzzpet energy 33 | Trigger: piece_manager_set_state
[2026-02-12 03:00:16] StateChange: fuzzpet hunger 4 | Trigger: piece_manager_set_state
[2026-02-12 03:00:16] InputReceived: key_code=119 | Source: keyboard_input_service
[2026-02-12 03:00:16] StateChange: fuzzpet pos_x 10 | Trigger: piece_manager_set_state
[2026-02-12 03:00:16] StateChange: fuzzpet pos_y 1 | Trigger: piece_manager_set_state
[2026-02-12 03:00:16] StateChange: fuzzpet energy 32 | Trigger: piece_manager_set_state
[2026-02-12 03:00:16] StateChange: fuzzpet hunger 5 | Trigger: piece_manager_set_state
[2026-02-12 03:00:16] InputReceived: key_code=119 | Source: keyboard_input_service
[2026-02-12 03:00:16] StateChange: fuzzpet energy 31 | Trigger: piece_manager_set_state
[2026-02-12 03:00:16] StateChange: fuzzpet hunger 6 | Trigger: piece_manager_set_state
[2026-02-12 03:00:17] InputReceived: key_code=119 | Source: keyboard_input_service
[2026-02-12 03:00:17] StateChange: fuzzpet energy 30 | Trigger: piece_manager_set_state
[2026-02-12 03:00:17] StateChange: fuzzpet hunger 7 | Trigger: piece_manager_set_state
[2026-02-12 03:00:18] InputReceived: key_code=97 | Source: keyboard_input_service
[2026-02-12 03:00:18] StateChange: fuzzpet pos_x 9 | Trigger: piece_manager_set_state
[2026-02-12 03:00:18] StateChange: fuzzpet pos_y 1 | Trigger: piece_manager_set_state
[2026-02-12 03:00:18] StateChange: fuzzpet energy 29 | Trigger: piece_manager_set_state
[2026-02-12 03:00:18] StateChange: fuzzpet hunger 8 | Trigger: piece_manager_set_state
[2026-02-12 03:00:18] InputReceived: key_code=97 | Source: keyboard_input_service
[2026-02-12 03:00:18] StateChange: fuzzpet pos_x 8 | Trigger: piece_manager_set_state
[2026-02-12 03:00:18] StateChange: fuzzpet pos_y 1 | Trigger: piece_manager_set_state
[2026-02-12 03:00:18] StateChange: fuzzpet energy 28 | Trigger: piece_manager_set_state
[2026-02-12 03:00:18] StateChange: fuzzpet hunger 9 | Trigger: piece_manager_set_state
[2026-02-12 03:00:18] InputReceived: key_code=97 | Source: keyboard_input_service
[2026-02-12 03:00:18] StateChange: fuzzpet pos_x 7 | Trigger: piece_manager_set_state
[2026-02-12 03:00:18] StateChange: fuzzpet pos_y 1 | Trigger: piece_manager_set_state
[2026-02-12 03:00:18] StateChange: fuzzpet energy 27 | Trigger: piece_manager_set_state
[2026-02-12 03:00:18] StateChange: fuzzpet hunger 10 | Trigger: piece_manager_set_state
[2026-02-12 03:00:19] InputReceived: key_code=97 | Source: keyboard_input_service
[2026-02-12 03:00:19] StateChange: fuzzpet pos_x 6 | Trigger: piece_manager_set_state
[2026-02-12 03:00:19] StateChange: fuzzpet pos_y 1 | Trigger: piece_manager_set_state
[2026-02-12 03:00:19] StateChange: fuzzpet energy 26 | Trigger: piece_manager_set_state
[2026-02-12 03:00:19] StateChange: fuzzpet hunger 11 | Trigger: piece_manager_set_state
[2026-02-12 03:00:19] InputReceived: key_code=97 | Source: keyboard_input_service
[2026-02-12 03:00:19] StateChange: fuzzpet pos_x 5 | Trigger: piece_manager_set_state
[2026-02-12 03:00:19] StateChange: fuzzpet pos_y 1 | Trigger: piece_manager_set_state
[2026-02-12 03:00:19] StateChange: fuzzpet energy 25 | Trigger: piece_manager_set_state
[2026-02-12 03:00:19] StateChange: fuzzpet hunger 12 | Trigger: piece_manager_set_state
[2026-02-12 03:00:19] InputReceived: key_code=97 | Source: keyboard_input_service
[2026-02-12 03:00:19] StateChange: fuzzpet pos_x 4 | Trigger: piece_manager_set_state
[2026-02-12 03:00:19] StateChange: fuzzpet pos_y 1 | Trigger: piece_manager_set_state
[2026-02-12 03:00:19] StateChange: fuzzpet energy 24 | Trigger: piece_manager_set_state
[2026-02-12 03:00:19] StateChange: fuzzpet hunger 13 | Trigger: piece_manager_set_state
[2026-02-12 03:00:20] InputReceived: key_code=97 | Source: keyboard_input_service
[2026-02-12 03:00:20] StateChange: fuzzpet pos_x 3 | Trigger: piece_manager_set_state
[2026-02-12 03:00:20] StateChange: fuzzpet pos_y 1 | Trigger: piece_manager_set_state
[2026-02-12 03:00:20] StateChange: fuzzpet energy 23 | Trigger: piece_manager_set_state
[2026-02-12 03:00:20] StateChange: fuzzpet hunger 14 | Trigger: piece_manager_set_state
[2026-02-12 03:00:20] InputReceived: key_code=100 | Source: keyboard_input_service
[2026-02-12 03:00:20] StateChange: fuzzpet pos_x 4 | Trigger: piece_manager_set_state
[2026-02-12 03:00:20] StateChange: fuzzpet pos_y 1 | Trigger: piece_manager_set_state
[2026-02-12 03:00:20] StateChange: fuzzpet energy 22 | Trigger: piece_manager_set_state
[2026-02-12 03:00:20] StateChange: fuzzpet hunger 15 | Trigger: piece_manager_set_state
[2026-02-12 03:00:20] InputReceived: key_code=97 | Source: keyboard_input_service
[2026-02-12 03:00:20] StateChange: fuzzpet pos_x 3 | Trigger: piece_manager_set_state
[2026-02-12 03:00:20] StateChange: fuzzpet pos_y 1 | Trigger: piece_manager_set_state
[2026-02-12 03:00:20] StateChange: fuzzpet energy 21 | Trigger: piece_manager_set_state
[2026-02-12 03:00:20] StateChange: fuzzpet hunger 16 | Trigger: piece_manager_set_state
[2026-02-12 03:00:21] InputReceived: key_code=49 | Source: keyboard_input_service
[2026-02-12 03:00:21] StateChange: fuzzpet hunger 0 | Trigger: piece_manager_set_state
[2026-02-12 03:00:21] StateChange: fuzzpet happiness 100 | Trigger: piece_manager_set_state
[2026-02-12 03:00:21] EventFire: fed on fuzzpet | Trigger: feed_action
[2026-02-12 03:00:22] InputReceived: key_code=50 | Source: keyboard_input_service
[2026-02-12 03:00:22] StateChange: fuzzpet happiness 100 | Trigger: piece_manager_set_state
[2026-02-12 03:00:22] StateChange: fuzzpet energy 1 | Trigger: piece_manager_set_state
[2026-02-12 03:00:22] EventFire: played on fuzzpet | Trigger: play_action
[2026-02-12 03:00:22] InputReceived: key_code=49 | Source: keyboard_input_service
[2026-02-12 03:00:22] StateChange: fuzzpet hunger 0 | Trigger: piece_manager_set_state
[2026-02-12 03:00:22] StateChange: fuzzpet happiness 100 | Trigger: piece_manager_set_state
[2026-02-12 03:00:22] EventFire: fed on fuzzpet | Trigger: feed_action
[2026-02-12 03:00:23] InputReceived: key_code=50 | Source: keyboard_input_service
[2026-02-12 03:00:23] StateChange: fuzzpet happiness 100 | Trigger: piece_manager_set_state
[2026-02-12 03:00:23] StateChange: fuzzpet energy 0 | Trigger: piece_manager_set_state
[2026-02-12 03:00:23] EventFire: played on fuzzpet | Trigger: play_action
[2026-02-12 03:00:23] InputReceived: key_code=51 | Source: keyboard_input_service
[2026-02-12 03:00:23] StateChange: fuzzpet energy 20 | Trigger: piece_manager_set_state
[2026-02-12 03:00:23] EventFire: slept on fuzzpet | Trigger: sleep_action
[2026-02-12 03:00:23] InputReceived: key_code=1002 | Source: keyboard_input_service
[2026-02-12 03:00:23] StateChange: fuzzpet pos_x 4 | Trigger: piece_manager_set_state
[2026-02-12 03:00:23] StateChange: fuzzpet pos_y 1 | Trigger: piece_manager_set_state
[2026-02-12 03:00:23] StateChange: fuzzpet energy 19 | Trigger: piece_manager_set_state
[2026-02-12 03:00:23] StateChange: fuzzpet hunger 1 | Trigger: piece_manager_set_state
[2026-02-12 03:00:24] InputReceived: key_code=49 | Source: keyboard_input_service
[2026-02-12 03:00:24] StateChange: fuzzpet hunger 0 | Trigger: piece_manager_set_state
[2026-02-12 03:00:24] StateChange: fuzzpet happiness 100 | Trigger: piece_manager_set_state
[2026-02-12 03:00:24] EventFire: fed on fuzzpet | Trigger: feed_action
[2026-02-12 03:00:24] InputReceived: key_code=50 | Source: keyboard_input_service
[2026-02-12 03:00:24] StateChange: fuzzpet happiness 100 | Trigger: piece_manager_set_state
[2026-02-12 03:00:24] StateChange: fuzzpet energy 0 | Trigger: piece_manager_set_state
[2026-02-12 03:00:24] EventFire: played on fuzzpet | Trigger: play_action
[2026-02-12 03:00:25] InputReceived: key_code=50 | Source: keyboard_input_service
[2026-02-12 03:00:25] StateChange: fuzzpet happiness 100 | Trigger: piece_manager_set_state
[2026-02-12 03:00:25] StateChange: fuzzpet energy 0 | Trigger: piece_manager_set_state
[2026-02-12 03:00:25] EventFire: played on fuzzpet | Trigger: play_action
[2026-02-12 03:00:25] InputReceived: key_code=50 | Source: keyboard_input_service
[2026-02-12 03:00:25] StateChange: fuzzpet happiness 100 | Trigger: piece_manager_set_state
[2026-02-12 03:00:25] StateChange: fuzzpet energy 0 | Trigger: piece_manager_set_state
