[2026-03-03 21:57:36] KeyCaptured: 1003 ('?') | Source: keyboard_input
[2026-03-04 00:03:14] KeyCaptured: 1003 ('?') | Source: keyboard_input
[2026-03-04 00:03:24] KeyCaptured: 27 ('?') | Source: keyboard_input
[2026-03-04 00:03:25] KeyCaptured: 54 ('6') | Source: keyboard_input
[2026-03-04 00:03:25] KeyCaptured: 13 ('?') | Source: keyboard_input
[2026-03-04 00:03:26] KeyCaptured: 13 ('?') | Source: keyboard_input
[2026-03-04 00:06:33] KeyCaptured: 1003 ('?') | Source: keyboard_input
[2026-03-04 00:06:33] KeyCaptured: 13 ('?') | Source: keyboard_input
[2026-03-04 00:06:34] KeyCaptured: 13 ('?') | Source: keyboard_input
[2026-03-04 00:06:38] KeyCaptured: 13 ('?') | Source: keyboard_input
[2026-03-04 00:06:39] KeyCaptured: 1000 ('?') | Source: keyboard_input
[2026-03-04 00:06:40] KeyCaptured: 1001 ('?') | Source: keyboard_input
[2026-03-04 00:06:40] KeyCaptured: 1001 ('?') | Source: keyboard_input
[2026-03-04 00:06:40] KeyCaptured: 1002 ('?') | Source: keyboard_input
[2026-03-04 00:06:40] KeyCaptured: 1002 ('?') | Source: keyboard_input
[2026-03-04 00:06:41] KeyCaptured: 1002 ('?') | Source: keyboard_input
[2026-03-04 00:06:42] KeyCaptured: 1003 ('?') | Source: keyboard_input
[2026-03-04 00:06:42] KeyCaptured: 1003 ('?') | Source: keyboard_input
[2026-03-04 00:06:43] KeyCaptured: 1002 ('?') | Source: keyboard_input
[2026-03-04 00:06:45] KeyCaptured: 1001 ('?') | Source: keyboard_input
[2026-03-04 00:10:01] KeyCaptured: 1003 ('?') | Source: keyboard_input
[2026-03-04 00:10:01] KeyCaptured: 13 ('?') | Source: keyboard_input
[2026-03-04 00:10:02] KeyCaptured: 13 ('?') | Source: keyboard_input
[2026-03-04 00:10:04] KeyCaptured: 13 ('?') | Source: keyboard_input
[2026-03-04 00:10:04] KeyCaptured: 1003 ('?') | Source: keyboard_input
[2026-03-04 00:10:05] KeyCaptured: 1003 ('?') | Source: keyboard_input
[2026-03-04 00:10:05] KeyCaptured: 1002 ('?') | Source: keyboard_input
[2026-03-04 00:10:06] KeyCaptured: 1001 ('?') | Source: keyboard_input
[2026-03-04 00:10:08] KeyCaptured: 1001 ('?') | Source: keyboard_input
[2026-03-04 00:10:09] KeyCaptured: 1001 ('?') | Source: keyboard_input
[2026-03-04 00:10:09] KeyCaptured: 1001 ('?') | Source: keyboard_input
[2026-03-04 00:14:46] KeyCaptured: 1003 ('?') | Source: keyboard_input
[2026-03-04 00:14:46] KeyCaptured: 1002 ('?') | Source: keyboard_input
[2026-03-04 00:14:46] KeyCaptured: 1002 ('?') | Source: keyboard_input
[2026-03-04 00:15:21] KeyCaptured: 1001 ('?') | Source: keyboard_input
[2026-03-04 00:15:21] KeyCaptured: 1003 ('?') | Source: keyboard_input
[2026-03-04 00:15:22] KeyCaptured: 13 ('?') | Source: keyboard_input
[2026-03-04 00:15:23] KeyCaptured: 13 ('?') | Source: keyboard_input
[2026-03-04 00:15:23] KeyCaptured: 1003 ('?') | Source: keyboard_input
[2026-03-04 00:15:24] KeyCaptured: 1003 ('?') | Source: keyboard_input
[2026-03-04 00:15:25] KeyCaptured: 1002 ('?') | Source: keyboard_input
[2026-03-04 00:15:25] KeyCaptured: 1002 ('?') | Source: keyboard_input
[2026-03-04 00:15:27] KeyCaptured: 13 ('?') | Source: keyboard_input
[2026-03-04 00:15:28] KeyCaptured: 1001 ('?') | Source: keyboard_input
[2026-03-04 00:15:28] KeyCaptured: 1003 ('?') | Source: keyboard_input
[2026-03-04 00:15:28] KeyCaptured: 1000 ('?') | Source: keyboard_input
[2026-03-04 00:25:22] KeyCaptured: 1001 ('?') | Source: keyboard_input
[2026-03-04 00:25:23] KeyCaptured: 1001 ('?') | Source: keyboard_input
[2026-03-04 00:25:23] KeyCaptured: 1000 ('?') | Source: keyboard_input
[2026-03-04 00:25:23] KeyCaptured: 1003 ('?') | Source: keyboard_input
[2026-03-04 00:27:55] KeyCaptured: 1003 ('?') | Source: keyboard_input
[2026-03-04 00:27:56] KeyCaptured: 13 ('?') | Source: keyboard_input
[2026-03-04 00:27:56] KeyCaptured: 13 ('?') | Source: keyboard_input
[2026-03-04 00:27:57] KeyCaptured: 13 ('?') | Source: keyboard_input
[2026-03-04 00:27:58] KeyCaptured: 1001 ('?') | Source: keyboard_input
[2026-03-04 00:27:58] KeyCaptured: 1000 ('?') | Source: keyboard_input
[2026-03-04 00:27:58] KeyCaptured: 1002 ('?') | Source: keyboard_input
[2026-03-04 00:33:57] KeyCaptured: 1003 ('?') | Source: keyboard_input
[2026-03-04 00:33:58] KeyCaptured: 13 ('?') | Source: keyboard_input
[2026-03-04 00:33:58] KeyCaptured: 13 ('?') | Source: keyboard_input
[2026-03-04 00:33:59] KeyCaptured: 13 ('?') | Source: keyboard_input
[2026-03-04 00:34:00] KeyCaptured: 1001 ('?') | Source: keyboard_input
[2026-03-04 00:34:00] KeyCaptured: 1000 ('?') | Source: keyboard_input
[2026-03-04 00:34:01] KeyCaptured: 1002 ('?') | Source: keyboard_input
[2026-03-04 00:39:31] KeyCaptured: 1003 ('?') | Source: keyboard_input
[2026-03-04 00:39:32] KeyCaptured: 13 ('?') | Source: keyboard_input
[2026-03-04 00:39:32] KeyCaptured: 13 ('?') | Source: keyboard_input
[2026-03-04 00:39:33] KeyCaptured: 13 ('?') | Source: keyboard_input
[2026-03-04 00:39:34] KeyCaptured: 1001 ('?') | Source: keyboard_input
[2026-03-04 00:39:34] KeyCaptured: 1000 ('?') | Source: keyboard_input
[2026-03-04 00:39:35] KeyCaptured: 1002 ('?') | Source: keyboard_input
[2026-03-04 00:39:35] KeyCaptured: 1003 ('?') | Source: keyboard_input
[2026-03-04 01:07:54] KeyCaptured: 1000 ('?') | Source: keyboard_input
[2026-03-04 01:07:54] KeyCaptured: 1000 ('?') | Source: keyboard_input
[2026-03-04 01:07:54] KeyCaptured: 1002 ('?') | Source: keyboard_input
[2026-03-04 01:07:55] KeyCaptured: 1000 ('?') | Source: keyboard_input
[2026-03-04 01:07:55] KeyCaptured: 1000 ('?') | Source: keyboard_input
[2026-03-04 01:07:55] KeyCaptured: 1000 ('?') | Source: keyboard_input
[2026-03-04 01:07:55] KeyCaptured: 1000 ('?') | Source: keyboard_input
[2026-03-04 01:07:55] KeyCaptured: 1000 ('?') | Source: keyboard_input
[2026-03-04 01:07:55] KeyCaptured: 1000 ('?') | Source: keyboard_input
[2026-03-04 01:07:56] KeyCaptured: 13 ('?') | Source: keyboard_input
[2026-03-04 01:07:57] KeyCaptured: 50 ('2') | Source: keyboard_input
[2026-03-04 01:07:58] KeyCaptured: 51 ('3') | Source: keyboard_input
[2026-03-04 01:08:00] KeyCaptured: 1001 ('?') | Source: keyboard_input
[2026-03-04 01:08:00] KeyCaptured: 1001 ('?') | Source: keyboard_input
[2026-03-04 01:08:00] KeyCaptured: 1000 ('?') | Source: keyboard_input
[2026-03-04 01:08:00] KeyCaptured: 1000 ('?') | Source: keyboard_input
[2026-03-04 01:08:01] KeyCaptured: 13 ('?') | Source: keyboard_input
[2026-03-04 01:08:01] KeyCaptured: 1001 ('?') | Source: keyboard_input
[2026-03-04 01:08:01] KeyCaptured: 1001 ('?') | Source: keyboard_input
[2026-03-04 01:14:49] KeyCaptured: 49 ('1') | Source: keyboard_input
[2026-03-04 01:14:50] KeyCaptured: 50 ('2') | Source: keyboard_input
[2026-03-04 01:14:50] KeyCaptured: 13 ('?') | Source: keyboard_input
[2026-03-04 01:14:51] KeyCaptured: 13 ('?') | Source: keyboard_input
[2026-03-04 01:14:52] KeyCaptured: 13 ('?') | Source: keyboard_input
[2026-03-04 01:14:53] KeyCaptured: 1002 ('?') | Source: keyboard_input
[2026-03-04 01:14:54] KeyCaptured: 1003 ('?') | Source: keyboard_input
[2026-03-04 01:14:54] KeyCaptured: 1000 ('?') | Source: keyboard_input
[2026-03-04 01:14:55] KeyCaptured: 1000 ('?') | Source: keyboard_input
[2026-03-04 01:14:55] KeyCaptured: 13 ('?') | Source: keyboard_input
[2026-03-04 01:14:55] KeyCaptured: 1001 ('?') | Source: keyboard_input
[2026-03-04 01:14:56] KeyCaptured: 1001 ('?') | Source: keyboard_input
[2026-03-04 01:14:56] KeyCaptured: 1001 ('?') | Source: keyboard_input
[2026-03-04 01:14:57] KeyCaptured: 1003 ('?') | Source: keyboard_input
[2026-03-04 01:14:58] KeyCaptured: 50 ('2') | Source: keyboard_input
[2026-03-04 01:14:58] KeyCaptured: 51 ('3') | Source: keyboard_input
[2026-03-04 01:15:00] KeyCaptured: 27 ('?') | Source: keyboard_input
[2026-03-04 01:15:00] KeyCaptured: 1003 ('?') | Source: keyboard_input
[2026-03-04 01:28:06] KeyCaptured: 1003 ('?') | Source: keyboard_input
[2026-03-04 01:28:07] KeyCaptured: 13 ('?') | Source: keyboard_input
[2026-03-04 01:28:07] KeyCaptured: 13 ('?') | Source: keyboard_input
[2026-03-04 01:30:16] KeyCaptured: 13 ('?') | Source: keyboard_input
[2026-03-04 01:30:18] KeyCaptured: 13 ('?') | Source: keyboard_input
[2026-03-04 01:30:18] KeyCaptured: 1001 ('?') | Source: keyboard_input
[2026-03-04 01:30:19] KeyCaptured: 1002 ('?') | Source: keyboard_input
[2026-03-04 01:30:19] KeyCaptured: 1002 ('?') | Source: keyboard_input
[2026-03-04 01:30:20] KeyCaptured: 1002 ('?') | Source: keyboard_input
[2026-03-04 01:30:20] KeyCaptured: 1000 ('?') | Source: keyboard_input
[2026-03-04 01:30:20] KeyCaptured: 13 ('?') | Source: keyboard_input
[2026-03-04 01:30:21] KeyCaptured: 1001 ('?') | Source: keyboard_input
[2026-03-04 01:30:21] KeyCaptured: 1001 ('?') | Source: keyboard_input
[2026-03-04 01:30:21] KeyCaptured: 1001 ('?') | Source: keyboard_input
[2026-03-04 01:30:21] KeyCaptured: 1001 ('?') | Source: keyboard_input
[2026-03-04 01:30:22] KeyCaptured: 49 ('1') | Source: keyboard_input
[2026-03-04 01:30:22] KeyCaptured: 50 ('2') | Source: keyboard_input
[2026-03-04 01:30:23] KeyCaptured: 51 ('3') | Source: keyboard_input
[2026-03-04 01:30:28] KeyCaptured: 57 ('9') | Source: keyboard_input
[2026-03-04 01:30:29] KeyCaptured: 1001 ('?') | Source: keyboard_input
[2026-03-04 01:30:29] KeyCaptured: 1003 ('?') | Source: keyboard_input
[2026-03-04 01:47:03] KeyCaptured: 1003 ('?') | Source: keyboard_input
[2026-03-04 01:47:03] KeyCaptured: 13 ('?') | Source: keyboard_input
[2026-03-04 01:47:04] KeyCaptured: 13 ('?') | Source: keyboard_input
[2026-03-04 01:47:05] KeyCaptured: 13 ('?') | Source: keyboard_input
[2026-03-04 01:47:06] KeyCaptured: 1002 ('?') | Source: keyboard_input
[2026-03-04 01:47:06] KeyCaptured: 1002 ('?') | Source: keyboard_input
[2026-03-04 01:47:06] KeyCaptured: 1002 ('?') | Source: keyboard_input
[2026-03-04 01:47:07] KeyCaptured: 13 ('?') | Source: keyboard_input
[2026-03-04 01:47:07] KeyCaptured: 1001 ('?') | Source: keyboard_input
[2026-03-04 01:47:08] KeyCaptured: 1001 ('?') | Source: keyboard_input
[2026-03-04 01:47:11] KeyCaptured: 50 ('2') | Source: keyboard_input
[2026-03-04 01:47:12] KeyCaptured: 27 ('?') | Source: keyboard_input
[2026-03-04 01:47:12] KeyCaptured: 1003 ('?') | Source: keyboard_input
[2026-03-04 01:47:13] KeyCaptured: 13 ('?') | Source: keyboard_input
[2026-03-04 01:47:13] KeyCaptured: 1001 ('?') | Source: keyboard_input
[2026-03-04 01:47:14] KeyCaptured: 1001 ('?') | Source: keyboard_input
[2026-03-04 01:47:14] KeyCaptured: 1003 ('?') | Source: keyboard_input
[2026-03-04 01:47:15] KeyCaptured: 13 ('?') | Source: keyboard_input
[2026-03-04 01:47:17] KeyCaptured: 1002 ('?') | Source: keyboard_input
[2026-03-04 01:47:18] KeyCaptured: 1002 ('?') | Source: keyboard_input
[2026-03-04 01:47:18] KeyCaptured: 13 ('?') | Source: keyboard_input
[2026-03-04 01:47:20] KeyCaptured: 57 ('9') | Source: keyboard_input
[2026-03-04 01:47:21] KeyCaptured: 1001 ('?') | Source: keyboard_input
[2026-03-04 01:47:21] KeyCaptured: 1001 ('?') | Source: keyboard_input
[2026-03-04 01:48:48] KeyCaptured: 1003 ('?') | Source: keyboard_input
[2026-03-04 01:48:49] KeyCaptured: 13 ('?') | Source: keyboard_input
[2026-03-04 01:48:50] KeyCaptured: 13 ('?') | Source: keyboard_input
[2026-03-04 01:48:52] KeyCaptured: 13 ('?') | Source: keyboard_input
[2026-03-04 01:48:53] KeyCaptured: 1002 ('?') | Source: keyboard_input
[2026-03-04 01:48:53] KeyCaptured: 1002 ('?') | Source: keyboard_input
[2026-03-04 01:48:54] KeyCaptured: 1002 ('?') | Source: keyboard_input
[2026-03-04 01:48:55] KeyCaptured: 13 ('?') | Source: keyboard_input
[2026-03-04 01:48:56] KeyCaptured: 1001 ('?') | Source: keyboard_input
[2026-03-04 01:48:56] KeyCaptured: 1001 ('?') | Source: keyboard_input
[2026-03-04 01:48:56] KeyCaptured: 1001 ('?') | Source: keyboard_input
[2026-03-04 01:48:57] KeyCaptured: 50 ('2') | Source: keyboard_input
[2026-03-04 01:48:58] KeyCaptured: 51 ('3') | Source: keyboard_input
[2026-03-04 01:49:00] KeyCaptured: 57 ('9') | Source: keyboard_input
[2026-03-04 01:49:00] KeyCaptured: 1001 ('?') | Source: keyboard_input
[2026-03-04 01:49:01] KeyCaptured: 1001 ('?') | Source: keyboard_input
[2026-03-04 01:49:01] KeyCaptured: 1003 ('?') | Source: keyboard_input
[2026-03-04 01:49:03] KeyCaptured: 50 ('2') | Source: keyboard_input
[2026-03-04 01:49:05] KeyCaptured: 1003 ('?') | Source: keyboard_input
[2026-03-04 01:49:05] KeyCaptured: 1003 ('?') | Source: keyboard_input
[2026-03-04 01:49:06] KeyCaptured: 13 ('?') | Source: keyboard_input
[2026-03-04 01:49:08] KeyCaptured: 1002 ('?') | Source: keyboard_input
[2026-03-04 01:49:09] KeyCaptured: 1002 ('?') | Source: keyboard_input
[2026-03-04 01:49:10] KeyCaptured: 57 ('9') | Source: keyboard_input
[2026-03-04 01:49:10] KeyCaptured: 1001 ('?') | Source: keyboard_input
[2026-03-04 01:49:11] KeyCaptured: 1001 ('?') | Source: keyboard_input
[2026-03-04 14:35:55] KeyCaptured: 1003 ('?') | Source: keyboard_input
[2026-03-04 14:35:55] KeyCaptured: 13 ('?') | Source: keyboard_input
[2026-03-04 14:35:56] KeyCaptured: 13 ('?') | Source: keyboard_input
[2026-03-04 14:35:57] KeyCaptured: 1003 ('?') | Source: keyboard_input
[2026-03-04 14:35:58] KeyCaptured: 1003 ('?') | Source: keyboard_input
[2026-03-04 14:35:59] KeyCaptured: 1003 ('?') | Source: keyboard_input
[2026-03-04 14:35:59] KeyCaptured: 1003 ('?') | Source: keyboard_input
[2026-03-04 14:36:00] KeyCaptured: 1003 ('?') | Source: keyboard_input
[2026-03-04 14:36:00] KeyCaptured: 13 ('?') | Source: keyboard_input
[2026-03-04 14:36:07] KeyCaptured: 49 ('1') | Source: keyboard_input
[2026-03-04 14:36:07] KeyCaptured: 13 ('?') | Source: keyboard_input
[2026-03-04 14:36:08] KeyCaptured: 1001 ('?') | Source: keyboard_input
[2026-03-04 14:36:08] KeyCaptured: 1001 ('?') | Source: keyboard_input
[2026-03-04 14:36:09] KeyCaptured: 1001 ('?') | Source: keyboard_input
[2026-03-04 14:36:09] KeyCaptured: 1001 ('?') | Source: keyboard_input
[2026-03-04 14:36:09] KeyCaptured: 1002 ('?') | Source: keyboard_input
[2026-03-04 14:36:10] KeyCaptured: 1002 ('?') | Source: keyboard_input
[2026-03-04 14:36:10] KeyCaptured: 1002 ('?') | Source: keyboard_input
[2026-03-04 14:36:10] KeyCaptured: 1000 ('?') | Source: keyboard_input
[2026-03-04 16:01:26] KeyCaptured: 1003 ('?') | Source: keyboard_input
[2026-03-04 16:01:26] KeyCaptured: 1003 ('?') | Source: keyboard_input
[2026-03-04 16:01:27] KeyCaptured: 1002 ('?') | Source: keyboard_input
[2026-03-04 16:01:27] KeyCaptured: 13 ('?') | Source: keyboard_input
[2026-03-04 16:01:28] KeyCaptured: 13 ('?') | Source: keyboard_input
[2026-03-04 16:01:32] KeyCaptured: 54 ('6') | Source: keyboard_input
[2026-03-04 16:01:32] KeyCaptured: 13 ('?') | Source: keyboard_input
[2026-03-04 17:18:53] KeyCaptured: 1003 ('?') | Source: keyboard_input
[2026-03-04 17:18:54] KeyCaptured: 13 ('?') | Source: keyboard_input
[2026-03-04 17:18:55] KeyCaptured: 13 ('?') | Source: keyboard_input
[2026-03-04 17:18:57] KeyCaptured: 1003 ('?') | Source: keyboard_input
[2026-03-04 17:18:57] KeyCaptured: 1002 ('?') | Source: keyboard_input
[2026-03-04 17:18:58] KeyCaptured: 13 ('?') | Source: keyboard_input
[2026-03-04 17:18:58] KeyCaptured: 1001 ('?') | Source: keyboard_input
[2026-03-04 17:18:58] KeyCaptured: 1001 ('?') | Source: keyboard_input
[2026-03-04 17:18:58] KeyCaptured: 1001 ('?') | Source: keyboard_input
[2026-03-04 17:18:59] KeyCaptured: 1001 ('?') | Source: keyboard_input
[2026-03-04 17:18:59] KeyCaptured: 1002 ('?') | Source: keyboard_input
[2026-03-04 17:18:59] KeyCaptured: 1002 ('?') | Source: keyboard_input
[2026-03-04 19:02:51] KeyCaptured: 50 ('2') | Source: keyboard_input
[2026-03-04 19:02:51] KeyCaptured: 13 ('?') | Source: keyboard_input
[2026-03-04 19:02:52] KeyCaptured: 13 ('?') | Source: keyboard_input
[2026-03-04 19:02:53] KeyCaptured: 13 ('?') | Source: keyboard_input
[2026-03-04 19:02:54] KeyCaptured: 1002 ('?') | Source: keyboard_input
[2026-03-04 19:02:54] KeyCaptured: 1003 ('?') | Source: keyboard_input
[2026-03-04 19:02:54] KeyCaptured: 1002 ('?') | Source: keyboard_input
[2026-03-04 19:02:54] KeyCaptured: 1002 ('?') | Source: keyboard_input
[2026-03-04 19:02:55] KeyCaptured: 1002 ('?') | Source: keyboard_input
[2026-03-04 19:02:55] KeyCaptured: 13 ('?') | Source: keyboard_input
[2026-03-04 19:02:56] KeyCaptured: 1001 ('?') | Source: keyboard_input
[2026-03-04 19:02:56] KeyCaptured: 1001 ('?') | Source: keyboard_input
[2026-03-04 19:02:56] KeyCaptured: 1001 ('?') | Source: keyboard_input
[2026-03-04 19:02:56] KeyCaptured: 1001 ('?') | Source: keyboard_input
[2026-03-04 19:02:56] KeyCaptured: 1001 ('?') | Source: keyboard_input
[2026-03-04 19:02:57] KeyCaptured: 1001 ('?') | Source: keyboard_input
[2026-03-04 19:02:57] KeyCaptured: 1001 ('?') | Source: keyboard_input
[2026-03-04 19:02:58] KeyCaptured: 13 ('?') | Source: keyboard_input
[2026-03-04 19:02:58] KeyCaptured: 1003 ('?') | Source: keyboard_input
[2026-03-04 19:02:58] KeyCaptured: 1003 ('?') | Source: keyboard_input
[2026-03-04 19:02:59] KeyCaptured: 13 ('?') | Source: keyboard_input
[2026-03-04 19:03:00] KeyCaptured: 48 ('0') | Source: keyboard_input
[2026-03-04 19:03:00] KeyCaptured: 57 ('9') | Source: keyboard_input
[2026-03-04 19:03:01] KeyCaptured: 1003 ('?') | Source: keyboard_input
[2026-03-04 19:03:01] KeyCaptured: 1002 ('?') | Source: keyboard_input
[2026-03-04 19:03:01] KeyCaptured: 1002 ('?') | Source: keyboard_input
[2026-03-04 19:03:01] KeyCaptured: 1002 ('?') | Source: keyboard_input
[2026-03-04 20:47:09] KeyCaptured: 1003 ('?') | Source: keyboard_input
[2026-03-04 20:47:09] KeyCaptured: 13 ('?') | Source: keyboard_input
[2026-03-04 20:47:10] KeyCaptured: 13 ('?') | Source: keyboard_input
[2026-03-04 20:47:12] KeyCaptured: 13 ('?') | Source: keyboard_input
[2026-03-04 20:47:12] KeyCaptured: 1002 ('?') | Source: keyboard_input
[2026-03-04 20:47:13] KeyCaptured: 1002 ('?') | Source: keyboard_input
[2026-03-04 20:47:13] KeyCaptured: 1002 ('?') | Source: keyboard_input
[2026-03-04 20:47:14] KeyCaptured: 13 ('?') | Source: keyboard_input
[2026-03-04 20:47:14] KeyCaptured: 1001 ('?') | Source: keyboard_input
[2026-03-04 20:47:14] KeyCaptured: 1001 ('?') | Source: keyboard_input
[2026-03-04 20:47:15] KeyCaptured: 1001 ('?') | Source: keyboard_input
[2026-03-04 20:54:15] KeyCaptured: 1003 ('?') | Source: keyboard_input
[2026-03-04 20:54:16] KeyCaptured: 13 ('?') | Source: keyboard_input
[2026-03-04 20:54:17] KeyCaptured: 13 ('?') | Source: keyboard_input
[2026-03-04 20:54:18] KeyCaptured: 13 ('?') | Source: keyboard_input
[2026-03-04 20:54:19] KeyCaptured: 1000 ('?') | Source: keyboard_input
[2026-03-04 20:54:20] KeyCaptured: 1000 ('?') | Source: keyboard_input
[2026-03-04 20:54:20] KeyCaptured: 1000 ('?') | Source: keyboard_input
[2026-03-04 21:01:16] KeyCaptured: 1003 ('?') | Source: keyboard_input
[2026-03-04 21:01:17] KeyCaptured: 13 ('?') | Source: keyboard_input
[2026-03-04 21:01:18] KeyCaptured: 13 ('?') | Source: keyboard_input
[2026-03-04 21:01:19] KeyCaptured: 13 ('?') | Source: keyboard_input
[2026-03-04 21:01:20] KeyCaptured: 1002 ('?') | Source: keyboard_input
[2026-03-04 21:01:20] KeyCaptured: 1002 ('?') | Source: keyboard_input
[2026-03-04 21:01:20] KeyCaptured: 1002 ('?') | Source: keyboard_input
[2026-03-04 21:01:21] KeyCaptured: 13 ('?') | Source: keyboard_input
[2026-03-04 21:01:21] KeyCaptured: 1001 ('?') | Source: keyboard_input
[2026-03-04 21:01:21] KeyCaptured: 1001 ('?') | Source: keyboard_input
[2026-03-04 21:01:22] KeyCaptured: 1001 ('?') | Source: keyboard_input
[2026-03-04 21:01:22] KeyCaptured: 1001 ('?') | Source: keyboard_input
[2026-03-04 21:01:22] KeyCaptured: 13 ('?') | Source: keyboard_input
[2026-03-04 21:01:23] KeyCaptured: 57 ('9') | Source: keyboard_input
[2026-03-04 21:01:23] KeyCaptured: 1001 ('?') | Source: keyboard_input
[2026-03-04 21:01:24] KeyCaptured: 1001 ('?') | Source: keyboard_input
[2026-03-04 21:01:33] KeyCaptured: 1000 ('?') | Source: keyboard_input
[2026-03-04 21:01:33] KeyCaptured: 1000 ('?') | Source: keyboard_input
[2026-03-04 21:01:34] KeyCaptured: 13 ('?') | Source: keyboard_input
[2026-03-04 21:05:19] KeyCaptured: 1003 ('?') | Source: keyboard_input
[2026-03-04 21:05:19] KeyCaptured: 1002 ('?') | Source: keyboard_input
[2026-03-04 21:05:26] KeyCaptured: 1003 ('?') | Source: keyboard_input
[2026-03-04 21:05:26] KeyCaptured: 13 ('?') | Source: keyboard_input
[2026-03-04 21:05:27] KeyCaptured: 13 ('?') | Source: keyboard_input
[2026-03-04 21:05:28] KeyCaptured: 13 ('?') | Source: keyboard_input
[2026-03-04 21:05:30] KeyCaptured: 1002 ('?') | Source: keyboard_input
[2026-03-04 21:05:30] KeyCaptured: 1002 ('?') | Source: keyboard_input
[2026-03-04 21:05:30] KeyCaptured: 1002 ('?') | Source: keyboard_input
[2026-03-04 21:05:30] KeyCaptured: 13 ('?') | Source: keyboard_input
[2026-03-04 21:05:31] KeyCaptured: 1001 ('?') | Source: keyboard_input
[2026-03-04 21:05:33] KeyCaptured: 50 ('2') | Source: keyboard_input
[2026-03-04 21:05:34] KeyCaptured: 52 ('4') | Source: keyboard_input
[2026-03-04 21:05:36] KeyCaptured: 57 ('9') | Source: keyboard_input
[2026-03-04 21:05:36] KeyCaptured: 1001 ('?') | Source: keyboard_input
[2026-03-04 21:05:37] KeyCaptured: 1001 ('?') | Source: keyboard_input
[2026-03-04 21:09:02] KeyCaptured: 1002 ('?') | Source: keyboard_input
[2026-03-04 21:09:02] KeyCaptured: 1002 ('?') | Source: keyboard_input
[2026-03-04 21:14:07] KeyCaptured: 1002 ('?') | Source: keyboard_input
[2026-03-04 21:14:14] KeyCaptured: 1003 ('?') | Source: keyboard_input
[2026-03-04 21:14:15] KeyCaptured: 13 ('?') | Source: keyboard_input
[2026-03-04 21:14:16] KeyCaptured: 13 ('?') | Source: keyboard_input
[2026-03-04 21:14:17] KeyCaptured: 13 ('?') | Source: keyboard_input
[2026-03-04 21:14:20] KeyCaptured: 50 ('2') | Source: keyboard_input
[2026-03-04 21:14:22] KeyCaptured: 51 ('3') | Source: keyboard_input
[2026-03-04 21:16:01] KeyCaptured: 1003 ('?') | Source: keyboard_input
[2026-03-04 21:16:01] KeyCaptured: 13 ('?') | Source: keyboard_input
[2026-03-04 21:16:02] KeyCaptured: 13 ('?') | Source: keyboard_input
[2026-03-04 21:16:04] KeyCaptured: 1002 ('?') | Source: keyboard_input
[2026-03-04 21:16:04] KeyCaptured: 1002 ('?') | Source: keyboard_input
[2026-03-04 21:16:05] KeyCaptured: 1002 ('?') | Source: keyboard_input
[2026-03-04 21:16:05] KeyCaptured: 1002 ('?') | Source: keyboard_input
[2026-03-04 21:16:05] KeyCaptured: 1002 ('?') | Source: keyboard_input
[2026-03-04 21:16:06] KeyCaptured: 1002 ('?') | Source: keyboard_input
[2026-03-04 21:16:06] KeyCaptured: 1002 ('?') | Source: keyboard_input
[2026-03-04 21:16:07] KeyCaptured: 1002 ('?') | Source: keyboard_input
[2026-03-04 21:16:07] KeyCaptured: 13 ('?') | Source: keyboard_input
[2026-03-04 21:16:08] KeyCaptured: 1002 ('?') | Source: keyboard_input
[2026-03-04 21:16:08] KeyCaptured: 1002 ('?') | Source: keyboard_input
[2026-03-04 21:16:08] KeyCaptured: 1002 ('?') | Source: keyboard_input
[2026-03-04 21:16:09] KeyCaptured: 13 ('?') | Source: keyboard_input
[2026-03-04 21:16:09] KeyCaptured: 1001 ('?') | Source: keyboard_input
[2026-03-04 21:16:10] KeyCaptured: 50 ('2') | Source: keyboard_input
[2026-03-04 21:16:12] KeyCaptured: 27 ('?') | Source: keyboard_input
[2026-03-04 21:16:13] KeyCaptured: 51 ('3') | Source: keyboard_input
[2026-03-04 21:16:13] KeyCaptured: 13 ('?') | Source: keyboard_input
[2026-03-04 21:38:50] KeyCaptured: 50 ('2') | Source: keyboard_input
[2026-03-04 21:38:50] KeyCaptured: 13 ('?') | Source: keyboard_input
[2026-03-04 21:38:51] KeyCaptured: 13 ('?') | Source: keyboard_input
[2026-03-04 21:38:52] KeyCaptured: 13 ('?') | Source: keyboard_input
[2026-03-04 21:38:53] KeyCaptured: 1002 ('?') | Source: keyboard_input
[2026-03-04 21:38:53] KeyCaptured: 1002 ('?') | Source: keyboard_input
[2026-03-04 21:38:53] KeyCaptured: 1003 ('?') | Source: keyboard_input
[2026-03-04 21:38:54] KeyCaptured: 1002 ('?') | Source: keyboard_input
[2026-03-04 21:38:56] KeyCaptured: 1001 ('?') | Source: keyboard_input
[2026-03-04 21:39:01] KeyCaptured: 27 ('?') | Source: keyboard_input
[2026-03-04 21:39:02] KeyCaptured: 27 ('?') | Source: keyboard_input
[2026-03-04 21:39:03] KeyCaptured: 56 ('8') | Source: keyboard_input
[2026-03-04 21:39:03] KeyCaptured: 13 ('?') | Source: keyboard_input
[2026-03-04 21:39:05] KeyCaptured: 1003 ('?') | Source: keyboard_input
[2026-03-04 21:39:05] KeyCaptured: 1003 ('?') | Source: keyboard_input
[2026-03-04 21:39:05] KeyCaptured: 1003 ('?') | Source: keyboard_input
