[2026-04-03 23:49:45] KeyCaptured: 1003 ('?') | Source: keyboard_linux
[2026-04-05 15:36:58] KeyCaptured: 1000 ('?') | Source: keyboard_linux
[2026-04-05 15:36:59] KeyCaptured: 1002 ('?') | Source: keyboard_linux
[2026-04-05 15:36:59] KeyCaptured: 1000 ('?') | Source: keyboard_linux
[2026-04-05 15:37:00] KeyCaptured: 1002 ('?') | Source: keyboard_linux
[2026-04-05 15:37:00] KeyCaptured: 1000 ('?') | Source: keyboard_linux
[2026-04-05 15:37:00] KeyCaptured: 1003 ('?') | Source: keyboard_linux
[2026-04-05 15:37:01] KeyCaptured: 1000 ('?') | Source: keyboard_linux
[2026-04-05 15:37:01] KeyCaptured: 1003 ('?') | Source: keyboard_linux
[2026-04-05 15:37:02] KeyCaptured: 1002 ('?') | Source: keyboard_linux
[2026-04-05 15:37:02] KeyCaptured: 1000 ('?') | Source: keyboard_linux
[2026-04-05 15:37:02] KeyCaptured: 1003 ('?') | Source: keyboard_linux
[2026-04-05 15:37:03] KeyCaptured: 1000 ('?') | Source: keyboard_linux
[2026-04-05 15:37:03] KeyCaptured: 1002 ('?') | Source: keyboard_linux
[2026-04-05 15:37:04] KeyCaptured: 1000 ('?') | Source: keyboard_linux
[2026-04-05 15:37:04] KeyCaptured: 1000 ('?') | Source: keyboard_linux
[2026-04-05 15:37:04] KeyCaptured: 1003 ('?') | Source: keyboard_linux
[2026-04-05 15:37:05] KeyCaptured: 1000 ('?') | Source: keyboard_linux
[2026-04-05 15:37:05] KeyCaptured: 1003 ('?') | Source: keyboard_linux
[2026-04-05 15:48:16] KeyCaptured: 13 ('?') | Source: keyboard_linux
[2026-04-05 15:48:17] KeyCaptured: 1003 ('?') | Source: keyboard_linux
[2026-04-05 15:48:17] KeyCaptured: 1003 ('?') | Source: keyboard_linux
[2026-04-05 15:48:17] KeyCaptured: 1003 ('?') | Source: keyboard_linux
[2026-04-05 15:48:18] KeyCaptured: 1003 ('?') | Source: keyboard_linux
[2026-04-05 15:48:18] KeyCaptured: 1002 ('?') | Source: keyboard_linux
[2026-04-05 15:48:18] KeyCaptured: 13 ('?') | Source: keyboard_linux
[2026-04-05 15:48:19] KeyCaptured: 13 ('?') | Source: keyboard_linux
[2026-04-05 15:48:20] KeyCaptured: 1002 ('?') | Source: keyboard_linux
[2026-04-05 15:48:20] KeyCaptured: 1002 ('?') | Source: keyboard_linux
[2026-04-05 15:48:21] KeyCaptured: 1003 ('?') | Source: keyboard_linux
[2026-04-05 15:48:21] KeyCaptured: 1003 ('?') | Source: keyboard_linux
[2026-04-05 15:48:22] KeyCaptured: 1000 ('?') | Source: keyboard_linux
[2026-04-05 15:48:23] KeyCaptured: 1002 ('?') | Source: keyboard_linux
[2026-04-05 15:48:23] KeyCaptured: 1002 ('?') | Source: keyboard_linux
[2026-04-05 15:48:24] KeyCaptured: 1001 ('?') | Source: keyboard_linux
[2026-04-05 15:48:24] KeyCaptured: 1001 ('?') | Source: keyboard_linux
[2026-04-05 15:48:25] KeyCaptured: 1001 ('?') | Source: keyboard_linux
[2026-04-05 15:48:25] KeyCaptured: 1001 ('?') | Source: keyboard_linux
[2026-04-05 15:48:26] KeyCaptured: 1001 ('?') | Source: keyboard_linux
[2026-04-05 15:48:26] KeyCaptured: 1003 ('?') | Source: keyboard_linux
[2026-04-05 15:48:26] KeyCaptured: 1003 ('?') | Source: keyboard_linux
[2026-04-05 15:48:26] KeyCaptured: 1003 ('?') | Source: keyboard_linux
[2026-04-05 15:48:27] KeyCaptured: 1000 ('?') | Source: keyboard_linux
[2026-04-05 15:48:27] KeyCaptured: 1002 ('?') | Source: keyboard_linux
[2026-04-05 15:48:28] KeyCaptured: 13 ('?') | Source: keyboard_linux
[2026-04-05 15:48:28] KeyCaptured: 1002 ('?') | Source: keyboard_linux
[2026-04-05 15:48:29] KeyCaptured: 50 ('2') | Source: keyboard_linux
[2026-04-05 15:48:30] KeyCaptured: 51 ('3') | Source: keyboard_linux
[2026-04-05 15:48:30] KeyCaptured: 27 ('?') | Source: keyboard_linux
[2026-04-05 15:48:31] KeyCaptured: 1002 ('?') | Source: keyboard_linux
[2026-04-05 15:48:32] KeyCaptured: 1003 ('?') | Source: keyboard_linux
[2026-04-05 15:48:33] KeyCaptured: 1003 ('?') | Source: keyboard_linux
[2026-04-05 15:48:34] KeyCaptured: 49 ('1') | Source: keyboard_linux
[2026-04-05 15:48:35] KeyCaptured: 49 ('1') | Source: keyboard_linux
[2026-04-05 15:48:36] KeyCaptured: 1002 ('?') | Source: keyboard_linux
[2026-04-05 15:48:36] KeyCaptured: 49 ('1') | Source: keyboard_linux
[2026-04-05 15:48:41] KeyCaptured: 13 ('?') | Source: keyboard_linux
[2026-04-05 15:48:42] KeyCaptured: 13 ('?') | Source: keyboard_linux
[2026-04-05 15:48:45] KeyCaptured: 57 ('9') | Source: keyboard_linux
[2026-04-05 15:48:46] KeyCaptured: 1002 ('?') | Source: keyboard_linux
[2026-04-05 15:48:47] KeyCaptured: 1001 ('?') | Source: keyboard_linux
[2026-04-05 15:48:49] KeyCaptured: 27 ('?') | Source: keyboard_linux
[2026-04-05 15:48:50] KeyCaptured: 51 ('3') | Source: keyboard_linux
[2026-04-05 15:48:50] KeyCaptured: 52 ('4') | Source: keyboard_linux
[2026-04-05 15:48:52] KeyCaptured: 49 ('1') | Source: keyboard_linux
[2026-04-05 15:48:52] KeyCaptured: 49 ('1') | Source: keyboard_linux
[2026-04-05 15:48:53] KeyCaptured: 49 ('1') | Source: keyboard_linux
[2026-04-05 15:48:53] KeyCaptured: 50 ('2') | Source: keyboard_linux
[2026-04-05 15:48:53] KeyCaptured: 50 ('2') | Source: keyboard_linux
[2026-04-05 15:48:53] KeyCaptured: 49 ('1') | Source: keyboard_linux
[2026-04-05 15:48:54] KeyCaptured: 49 ('1') | Source: keyboard_linux
[2026-04-05 15:48:55] KeyCaptured: 49 ('1') | Source: keyboard_linux
[2026-04-05 15:48:56] KeyCaptured: 51 ('3') | Source: keyboard_linux
[2026-04-05 15:48:56] KeyCaptured: 52 ('4') | Source: keyboard_linux
[2026-04-05 15:48:57] KeyCaptured: 51 ('3') | Source: keyboard_linux
[2026-04-05 15:48:57] KeyCaptured: 50 ('2') | Source: keyboard_linux
[2026-04-05 15:48:58] KeyCaptured: 49 ('1') | Source: keyboard_linux
[2026-04-05 15:49:13] KeyCaptured: 24 ('?') | Source: keyboard_linux
[2026-04-05 15:49:14] KeyCaptured: 24 ('?') | Source: keyboard_linux
[2026-04-05 15:51:55] KeyCaptured: 1003 ('?') | Source: keyboard_linux
[2026-04-05 15:51:56] KeyCaptured: 1003 ('?') | Source: keyboard_linux
[2026-04-05 15:51:56] KeyCaptured: 1003 ('?') | Source: keyboard_linux
[2026-04-05 15:51:56] KeyCaptured: 13 ('?') | Source: keyboard_linux
[2026-04-05 15:52:05] KeyCaptured: 1003 ('?') | Source: keyboard_linux
[2026-04-05 15:52:06] KeyCaptured: 1003 ('?') | Source: keyboard_linux
[2026-04-05 15:52:07] KeyCaptured: 1002 ('?') | Source: keyboard_linux
[2026-04-05 15:52:07] KeyCaptured: 1002 ('?') | Source: keyboard_linux
[2026-04-05 15:52:08] KeyCaptured: 13 ('?') | Source: keyboard_linux
[2026-04-05 15:53:35] KeyCaptured: 1003 ('?') | Source: keyboard_linux
[2026-04-05 15:53:35] KeyCaptured: 1003 ('?') | Source: keyboard_linux
[2026-04-05 15:53:35] KeyCaptured: 1003 ('?') | Source: keyboard_linux
[2026-04-05 15:53:36] KeyCaptured: 13 ('?') | Source: keyboard_linux
[2026-04-05 15:53:37] KeyCaptured: 1003 ('?') | Source: keyboard_linux
[2026-04-05 15:53:40] KeyCaptured: 1002 ('?') | Source: keyboard_linux
[2026-04-05 16:02:33] KeyCaptured: 1003 ('?') | Source: keyboard_linux
[2026-04-05 16:02:34] KeyCaptured: 1002 ('?') | Source: keyboard_linux
[2026-04-05 16:02:35] KeyCaptured: 13 ('?') | Source: keyboard_linux
[2026-04-05 16:02:36] KeyCaptured: 52 ('4') | Source: keyboard_linux
[2026-04-05 16:02:36] KeyCaptured: 13 ('?') | Source: keyboard_linux
[2026-04-05 16:02:39] KeyCaptured: 1003 ('?') | Source: keyboard_linux
[2026-04-05 16:02:40] KeyCaptured: 13 ('?') | Source: keyboard_linux
[2026-04-05 16:02:41] KeyCaptured: 1002 ('?') | Source: keyboard_linux
[2026-04-05 16:02:41] KeyCaptured: 13 ('?') | Source: keyboard_linux
[2026-04-05 16:02:41] KeyCaptured: 1001 ('?') | Source: keyboard_linux
[2026-04-05 16:07:33] KeyCaptured: 13 ('?') | Source: keyboard_linux
[2026-04-05 16:07:33] KeyCaptured: 1003 ('?') | Source: keyboard_linux
[2026-04-05 16:07:34] KeyCaptured: 1003 ('?') | Source: keyboard_linux
[2026-04-05 16:07:34] KeyCaptured: 1003 ('?') | Source: keyboard_linux
[2026-04-05 16:07:35] KeyCaptured: 13 ('?') | Source: keyboard_linux
[2026-04-05 16:07:37] KeyCaptured: 1002 ('?') | Source: keyboard_linux
[2026-04-05 16:07:37] KeyCaptured: 1002 ('?') | Source: keyboard_linux
[2026-04-05 16:07:37] KeyCaptured: 1002 ('?') | Source: keyboard_linux
[2026-04-05 16:07:38] KeyCaptured: 1001 ('?') | Source: keyboard_linux
[2026-04-05 16:07:38] KeyCaptured: 1003 ('?') | Source: keyboard_linux
[2026-04-05 16:07:38] KeyCaptured: 1003 ('?') | Source: keyboard_linux
[2026-04-05 16:07:39] KeyCaptured: 1003 ('?') | Source: keyboard_linux
[2026-04-05 16:07:40] KeyCaptured: 1001 ('?') | Source: keyboard_linux
[2026-04-05 16:07:41] KeyCaptured: 1002 ('?') | Source: keyboard_linux
[2026-04-05 16:08:21] KeyCaptured: 1003 ('?') | Source: keyboard_linux
[2026-04-05 16:08:21] KeyCaptured: 1003 ('?') | Source: keyboard_linux
[2026-04-05 16:08:22] KeyCaptured: 1002 ('?') | Source: keyboard_linux
[2026-04-05 16:08:23] KeyCaptured: 1002 ('?') | Source: keyboard_linux
[2026-04-05 16:08:23] KeyCaptured: 13 ('?') | Source: keyboard_linux
[2026-04-05 16:08:24] KeyCaptured: 1003 ('?') | Source: keyboard_linux
[2026-04-05 16:08:24] KeyCaptured: 1003 ('?') | Source: keyboard_linux
[2026-04-05 16:08:24] KeyCaptured: 1003 ('?') | Source: keyboard_linux
[2026-04-05 16:08:25] KeyCaptured: 13 ('?') | Source: keyboard_linux
[2026-04-05 16:08:29] KeyCaptured: 13 ('?') | Source: keyboard_linux
[2026-04-05 16:08:30] KeyCaptured: 1000 ('?') | Source: keyboard_linux
[2026-04-05 16:08:30] KeyCaptured: 1001 ('?') | Source: keyboard_linux
[2026-04-05 16:08:50] KeyCaptured: 13 ('?') | Source: keyboard_linux
[2026-04-05 16:08:50] KeyCaptured: 1003 ('?') | Source: keyboard_linux
[2026-04-05 16:08:51] KeyCaptured: 1003 ('?') | Source: keyboard_linux
[2026-04-05 16:08:51] KeyCaptured: 1003 ('?') | Source: keyboard_linux
[2026-04-05 16:08:51] KeyCaptured: 13 ('?') | Source: keyboard_linux
[2026-04-05 16:08:53] KeyCaptured: 13 ('?') | Source: keyboard_linux
[2026-04-05 16:08:53] KeyCaptured: 1003 ('?') | Source: keyboard_linux
[2026-04-05 16:08:54] KeyCaptured: 1000 ('?') | Source: keyboard_linux
[2026-04-05 16:08:55] KeyCaptured: 1003 ('?') | Source: keyboard_linux
[2026-04-05 16:08:56] KeyCaptured: 1000 ('?') | Source: keyboard_linux
[2026-04-05 16:09:31] KeyCaptured: 13 ('?') | Source: keyboard_linux
[2026-04-05 16:09:31] KeyCaptured: 1003 ('?') | Source: keyboard_linux
[2026-04-05 16:09:32] KeyCaptured: 1003 ('?') | Source: keyboard_linux
[2026-04-05 16:09:32] KeyCaptured: 1003 ('?') | Source: keyboard_linux
[2026-04-05 16:09:33] KeyCaptured: 13 ('?') | Source: keyboard_linux
[2026-04-05 16:09:34] KeyCaptured: 13 ('?') | Source: keyboard_linux
[2026-04-05 16:09:34] KeyCaptured: 1000 ('?') | Source: keyboard_linux
[2026-04-05 16:09:35] KeyCaptured: 1000 ('?') | Source: keyboard_linux
[2026-04-05 16:09:38] KeyCaptured: 1002 ('?') | Source: keyboard_linux
[2026-04-05 16:09:39] KeyCaptured: 1003 ('?') | Source: keyboard_linux
[2026-04-05 16:09:40] KeyCaptured: 1001 ('?') | Source: keyboard_linux
[2026-04-05 16:09:42] KeyCaptured: 1001 ('?') | Source: keyboard_linux
[2026-04-05 16:09:43] KeyCaptured: 1002 ('?') | Source: keyboard_linux
[2026-04-05 16:09:44] KeyCaptured: 1001 ('?') | Source: keyboard_linux
[2026-04-05 16:09:49] KeyCaptured: 27 ('?') | Source: keyboard_linux
[2026-04-05 16:09:49] KeyCaptured: 27 ('?') | Source: keyboard_linux
[2026-04-05 16:09:55] KeyCaptured: 1003 ('?') | Source: keyboard_linux
[2026-04-05 16:09:56] KeyCaptured: 1002 ('?') | Source: keyboard_linux
[2026-04-05 16:09:56] KeyCaptured: 13 ('?') | Source: keyboard_linux
[2026-04-05 16:09:57] KeyCaptured: 1003 ('?') | Source: keyboard_linux
[2026-04-05 16:09:57] KeyCaptured: 1003 ('?') | Source: keyboard_linux
[2026-04-05 16:09:57] KeyCaptured: 1003 ('?') | Source: keyboard_linux
[2026-04-05 16:09:58] KeyCaptured: 13 ('?') | Source: keyboard_linux
[2026-04-05 16:09:59] KeyCaptured: 1003 ('?') | Source: keyboard_linux
[2026-04-05 16:10:01] KeyCaptured: 1002 ('?') | Source: keyboard_linux
[2026-04-05 16:10:01] KeyCaptured: 13 ('?') | Source: keyboard_linux
[2026-04-05 16:10:02] KeyCaptured: 1003 ('?') | Source: keyboard_linux
[2026-04-05 16:10:06] KeyCaptured: 13 ('?') | Source: keyboard_linux
[2026-04-05 16:10:07] KeyCaptured: 1003 ('?') | Source: keyboard_linux
[2026-04-05 16:10:07] KeyCaptured: 1003 ('?') | Source: keyboard_linux
[2026-04-05 16:10:07] KeyCaptured: 1003 ('?') | Source: keyboard_linux
[2026-04-05 16:10:07] KeyCaptured: 13 ('?') | Source: keyboard_linux
[2026-04-05 16:10:27] KeyCaptured: 13 ('?') | Source: keyboard_linux
[2026-04-05 16:10:28] KeyCaptured: 1003 ('?') | Source: keyboard_linux
[2026-04-05 16:10:28] KeyCaptured: 1003 ('?') | Source: keyboard_linux
[2026-04-05 16:10:29] KeyCaptured: 1003 ('?') | Source: keyboard_linux
[2026-04-05 16:10:29] KeyCaptured: 13 ('?') | Source: keyboard_linux
[2026-04-05 16:10:31] KeyCaptured: 13 ('?') | Source: keyboard_linux
[2026-04-05 16:14:20] KeyCaptured: 13 ('?') | Source: keyboard_linux
[2026-04-05 16:14:21] KeyCaptured: 1003 ('?') | Source: keyboard_linux
[2026-04-05 16:14:21] KeyCaptured: 1003 ('?') | Source: keyboard_linux
[2026-04-05 16:14:21] KeyCaptured: 1003 ('?') | Source: keyboard_linux
[2026-04-05 16:14:22] KeyCaptured: 13 ('?') | Source: keyboard_linux
[2026-04-05 16:14:23] KeyCaptured: 13 ('?') | Source: keyboard_linux
[2026-04-05 16:14:23] KeyCaptured: 1000 ('?') | Source: keyboard_linux
[2026-04-05 16:14:24] KeyCaptured: 1001 ('?') | Source: keyboard_linux
[2026-04-05 16:14:25] KeyCaptured: 1002 ('?') | Source: keyboard_linux
[2026-04-05 16:14:26] KeyCaptured: 1003 ('?') | Source: keyboard_linux
[2026-04-05 16:14:27] KeyCaptured: 1000 ('?') | Source: keyboard_linux
[2026-04-05 16:14:30] KeyCaptured: 27 ('?') | Source: keyboard_linux
[2026-04-05 16:14:31] KeyCaptured: 27 ('?') | Source: keyboard_linux
[2026-04-05 16:16:07] KeyCaptured: 13 ('?') | Source: keyboard_linux
[2026-04-05 16:16:08] KeyCaptured: 52 ('4') | Source: keyboard_linux
[2026-04-05 16:16:09] KeyCaptured: 13 ('?') | Source: keyboard_linux
[2026-04-05 16:16:10] KeyCaptured: 13 ('?') | Source: keyboard_linux
[2026-04-05 16:16:11] KeyCaptured: 1003 ('?') | Source: keyboard_linux
[2026-04-05 16:16:11] KeyCaptured: 1001 ('?') | Source: keyboard_linux
[2026-04-05 16:16:14] KeyCaptured: 1002 ('?') | Source: keyboard_linux
[2026-04-05 16:16:15] KeyCaptured: 1002 ('?') | Source: keyboard_linux
[2026-04-05 16:16:15] KeyCaptured: 1002 ('?') | Source: keyboard_linux
[2026-04-05 16:16:15] KeyCaptured: 1002 ('?') | Source: keyboard_linux
[2026-04-05 16:16:16] KeyCaptured: 1001 ('?') | Source: keyboard_linux
[2026-04-05 16:16:16] KeyCaptured: 13 ('?') | Source: keyboard_linux
[2026-04-05 16:16:19] KeyCaptured: 57 ('9') | Source: keyboard_linux
[2026-04-05 16:16:20] KeyCaptured: 1000 ('?') | Source: keyboard_linux
[2026-04-05 16:16:20] KeyCaptured: 1000 ('?') | Source: keyboard_linux
[2026-04-05 16:16:21] KeyCaptured: 1000 ('?') | Source: keyboard_linux
[2026-04-05 16:16:21] KeyCaptured: 13 ('?') | Source: keyboard_linux
[2026-04-05 16:16:22] KeyCaptured: 50 ('2') | Source: keyboard_linux
[2026-04-05 16:27:05] KeyCaptured: 1003 ('?') | Source: keyboard_linux
[2026-04-05 16:27:06] KeyCaptured: 1002 ('?') | Source: keyboard_linux
[2026-04-05 16:27:06] KeyCaptured: 13 ('?') | Source: keyboard_linux
[2026-04-05 16:27:07] KeyCaptured: 1003 ('?') | Source: keyboard_linux
[2026-04-05 16:27:08] KeyCaptured: 1003 ('?') | Source: keyboard_linux
[2026-04-05 16:27:08] KeyCaptured: 1003 ('?') | Source: keyboard_linux
[2026-04-05 16:27:09] KeyCaptured: 13 ('?') | Source: keyboard_linux
[2026-04-05 16:27:10] KeyCaptured: 13 ('?') | Source: keyboard_linux
[2026-04-05 16:27:10] KeyCaptured: 1001 ('?') | Source: keyboard_linux
[2026-04-05 16:27:11] KeyCaptured: 1003 ('?') | Source: keyboard_linux
[2026-04-05 16:27:12] KeyCaptured: 1002 ('?') | Source: keyboard_linux
[2026-04-05 16:27:12] KeyCaptured: 1003 ('?') | Source: keyboard_linux
[2026-04-05 16:27:12] KeyCaptured: 1002 ('?') | Source: keyboard_linux
[2026-04-05 16:27:13] KeyCaptured: 51 ('3') | Source: keyboard_linux
[2026-04-05 16:27:14] KeyCaptured: 1000 ('?') | Source: keyboard_linux
[2026-04-05 16:27:15] KeyCaptured: 13 ('?') | Source: keyboard_linux
[2026-04-05 16:27:16] KeyCaptured: 51 ('3') | Source: keyboard_linux
[2026-04-05 16:27:18] KeyCaptured: 57 ('9') | Source: keyboard_linux
[2026-04-05 16:27:19] KeyCaptured: 1002 ('?') | Source: keyboard_linux
[2026-04-05 16:27:19] KeyCaptured: 1002 ('?') | Source: keyboard_linux
[2026-04-05 16:27:24] KeyCaptured: 1003 ('?') | Source: keyboard_linux
[2026-04-05 16:27:24] KeyCaptured: 1003 ('?') | Source: keyboard_linux
[2026-04-05 16:27:25] KeyCaptured: 1001 ('?') | Source: keyboard_linux
[2026-04-05 16:27:26] KeyCaptured: 1000 ('?') | Source: keyboard_linux
[2026-04-05 16:27:27] KeyCaptured: 13 ('?') | Source: keyboard_linux
[2026-04-05 16:27:57] KeyCaptured: 1003 ('?') | Source: keyboard_linux
[2026-04-05 16:27:58] KeyCaptured: 1002 ('?') | Source: keyboard_linux
[2026-04-05 16:27:58] KeyCaptured: 13 ('?') | Source: keyboard_linux
[2026-04-05 16:47:32] KeyCaptured: 13 ('?') | Source: keyboard_linux
[2026-04-05 16:47:32] KeyCaptured: 1003 ('?') | Source: keyboard_linux
[2026-04-05 16:47:33] KeyCaptured: 1003 ('?') | Source: keyboard_linux
[2026-04-05 16:47:33] KeyCaptured: 1003 ('?') | Source: keyboard_linux
[2026-04-05 16:47:33] KeyCaptured: 1003 ('?') | Source: keyboard_linux
[2026-04-05 16:47:34] KeyCaptured: 1003 ('?') | Source: keyboard_linux
[2026-04-05 16:47:34] KeyCaptured: 1003 ('?') | Source: keyboard_linux
[2026-04-05 16:47:34] KeyCaptured: 1003 ('?') | Source: keyboard_linux
[2026-04-05 16:47:34] KeyCaptured: 1003 ('?') | Source: keyboard_linux
[2026-04-05 16:47:35] KeyCaptured: 13 ('?') | Source: keyboard_linux
[2026-04-05 16:47:36] KeyCaptured: 13 ('?') | Source: keyboard_linux
[2026-04-05 16:47:37] KeyCaptured: 1001 ('?') | Source: keyboard_linux
[2026-04-05 16:47:37] KeyCaptured: 1002 ('?') | Source: keyboard_linux
[2026-04-05 16:47:38] KeyCaptured: 1000 ('?') | Source: keyboard_linux
[2026-04-05 16:47:38] KeyCaptured: 1001 ('?') | Source: keyboard_linux
[2026-04-05 16:47:38] KeyCaptured: 1002 ('?') | Source: keyboard_linux
[2026-04-05 16:47:38] KeyCaptured: 1000 ('?') | Source: keyboard_linux
[2026-04-05 16:49:54] KeyCaptured: 1003 ('?') | Source: keyboard_linux
[2026-04-05 16:49:54] KeyCaptured: 1003 ('?') | Source: keyboard_linux
[2026-04-05 16:49:55] KeyCaptured: 1002 ('?') | Source: keyboard_linux
[2026-04-05 16:49:55] KeyCaptured: 1002 ('?') | Source: keyboard_linux
[2026-04-05 16:49:55] KeyCaptured: 13 ('?') | Source: keyboard_linux
[2026-04-05 16:49:58] KeyCaptured: 57 ('9') | Source: keyboard_linux
[2026-04-05 16:49:58] KeyCaptured: 13 ('?') | Source: keyboard_linux
[2026-04-05 16:49:59] KeyCaptured: 13 ('?') | Source: keyboard_linux
[2026-04-05 16:50:00] KeyCaptured: 1001 ('?') | Source: keyboard_linux
[2026-04-05 16:50:01] KeyCaptured: 1002 ('?') | Source: keyboard_linux
[2026-04-05 16:50:01] KeyCaptured: 1002 ('?') | Source: keyboard_linux
[2026-04-05 16:50:01] KeyCaptured: 1000 ('?') | Source: keyboard_linux
[2026-04-05 16:50:01] KeyCaptured: 1003 ('?') | Source: keyboard_linux
[2026-04-05 16:57:19] KeyCaptured: 13 ('?') | Source: keyboard_linux
[2026-04-05 16:57:20] KeyCaptured: 52 ('4') | Source: keyboard_linux
[2026-04-05 16:57:23] KeyCaptured: 57 ('9') | Source: keyboard_linux
[2026-04-05 16:57:23] KeyCaptured: 13 ('?') | Source: keyboard_linux
[2026-04-05 16:57:24] KeyCaptured: 13 ('?') | Source: keyboard_linux
[2026-04-05 16:57:24] KeyCaptured: 1001 ('?') | Source: keyboard_linux
[2026-04-05 16:57:25] KeyCaptured: 1000 ('?') | Source: keyboard_linux
[2026-04-05 16:57:25] KeyCaptured: 1002 ('?') | Source: keyboard_linux
[2026-04-05 16:57:25] KeyCaptured: 1002 ('?') | Source: keyboard_linux
[2026-04-05 16:57:26] KeyCaptured: 1001 ('?') | Source: keyboard_linux
[2026-04-05 16:57:26] KeyCaptured: 13 ('?') | Source: keyboard_linux
[2026-04-05 16:57:27] KeyCaptured: 1001 ('?') | Source: keyboard_linux
[2026-04-05 16:57:28] KeyCaptured: 32 (' ') | Source: keyboard_linux
[2026-04-05 16:57:28] KeyCaptured: 1001 ('?') | Source: keyboard_linux
[2026-04-05 16:57:28] KeyCaptured: 13 ('?') | Source: keyboard_linux
[2026-04-05 16:57:30] KeyCaptured: 1003 ('?') | Source: keyboard_linux
[2026-04-05 16:57:31] KeyCaptured: 1003 ('?') | Source: keyboard_linux
[2026-04-05 16:57:31] KeyCaptured: 1000 ('?') | Source: keyboard_linux
[2026-04-05 16:57:31] KeyCaptured: 1000 ('?') | Source: keyboard_linux
[2026-04-05 16:57:32] KeyCaptured: 127 ('?') | Source: keyboard_linux
[2026-04-05 16:57:32] KeyCaptured: 1001 ('?') | Source: keyboard_linux
[2026-04-05 16:57:33] KeyCaptured: 1002 ('?') | Source: keyboard_linux
[2026-04-05 16:58:52] KeyCaptured: 24 ('?') | Source: keyboard_linux
[2026-04-05 17:07:09] KeyCaptured: 13 ('?') | Source: keyboard_linux
[2026-04-05 17:07:11] KeyCaptured: 57 ('9') | Source: keyboard_linux
[2026-04-05 17:07:11] KeyCaptured: 13 ('?') | Source: keyboard_linux
[2026-04-05 17:07:13] KeyCaptured: 13 ('?') | Source: keyboard_linux
[2026-04-05 17:07:13] KeyCaptured: 1002 ('?') | Source: keyboard_linux
[2026-04-05 17:07:14] KeyCaptured: 1002 ('?') | Source: keyboard_linux
[2026-04-05 17:07:14] KeyCaptured: 13 ('?') | Source: keyboard_linux
[2026-04-05 17:07:14] KeyCaptured: 1001 ('?') | Source: keyboard_linux
[2026-04-05 17:07:15] KeyCaptured: 1001 ('?') | Source: keyboard_linux
[2026-04-05 17:07:16] KeyCaptured: 127 ('?') | Source: keyboard_linux
[2026-04-05 17:07:16] KeyCaptured: 1001 ('?') | Source: keyboard_linux
[2026-04-05 17:07:17] KeyCaptured: 1003 ('?') | Source: keyboard_linux
[2026-04-05 17:07:33] KeyCaptured: 27 ('?') | Source: keyboard_linux
[2026-04-05 17:07:34] KeyCaptured: 27 ('?') | Source: keyboard_linux
[2026-04-05 17:07:34] KeyCaptured: 1003 ('?') | Source: keyboard_linux
[2026-04-05 17:07:35] KeyCaptured: 1002 ('?') | Source: keyboard_linux
[2026-04-05 17:07:35] KeyCaptured: 1003 ('?') | Source: keyboard_linux
[2026-04-05 17:07:36] KeyCaptured: 1003 ('?') | Source: keyboard_linux
[2026-04-05 17:07:36] KeyCaptured: 13 ('?') | Source: keyboard_linux
[2026-04-05 17:07:37] KeyCaptured: 1001 ('?') | Source: keyboard_linux
[2026-04-05 17:07:37] KeyCaptured: 1001 ('?') | Source: keyboard_linux
[2026-04-05 17:07:38] KeyCaptured: 13 ('?') | Source: keyboard_linux
[2026-04-05 17:07:38] KeyCaptured: 1002 ('?') | Source: keyboard_linux
[2026-04-05 17:07:39] KeyCaptured: 1002 ('?') | Source: keyboard_linux
[2026-04-05 17:07:39] KeyCaptured: 1002 ('?') | Source: keyboard_linux
[2026-04-05 17:07:40] KeyCaptured: 27 ('?') | Source: keyboard_linux
[2026-04-05 17:07:40] KeyCaptured: 1002 ('?') | Source: keyboard_linux
[2026-04-05 17:07:40] KeyCaptured: 1002 ('?') | Source: keyboard_linux
[2026-04-05 17:07:41] KeyCaptured: 13 ('?') | Source: keyboard_linux
[2026-04-05 17:07:41] KeyCaptured: 1001 ('?') | Source: keyboard_linux
[2026-04-05 17:07:42] KeyCaptured: 13 ('?') | Source: keyboard_linux
[2026-04-05 17:07:42] KeyCaptured: 1001 ('?') | Source: keyboard_linux
[2026-04-05 17:14:21] KeyCaptured: 13 ('?') | Source: keyboard_linux
[2026-04-05 17:14:22] KeyCaptured: 57 ('9') | Source: keyboard_linux
[2026-04-05 17:14:23] KeyCaptured: 13 ('?') | Source: keyboard_linux
[2026-04-05 17:14:24] KeyCaptured: 13 ('?') | Source: keyboard_linux
[2026-04-05 17:14:24] KeyCaptured: 1002 ('?') | Source: keyboard_linux
[2026-04-05 17:14:24] KeyCaptured: 1002 ('?') | Source: keyboard_linux
[2026-04-05 17:14:25] KeyCaptured: 13 ('?') | Source: keyboard_linux
[2026-04-05 17:14:25] KeyCaptured: 1001 ('?') | Source: keyboard_linux
[2026-04-05 17:14:25] KeyCaptured: 1001 ('?') | Source: keyboard_linux
[2026-04-05 17:14:26] KeyCaptured: 1000 ('?') | Source: keyboard_linux
[2026-04-05 17:14:27] KeyCaptured: 1000 ('?') | Source: keyboard_linux
[2026-04-05 17:14:27] KeyCaptured: 127 ('?') | Source: keyboard_linux
[2026-04-05 17:14:27] KeyCaptured: 1001 ('?') | Source: keyboard_linux
[2026-04-05 17:14:28] KeyCaptured: 1001 ('?') | Source: keyboard_linux
